TÀI SẢN,Quý 1 năm 2019,Quý 2 năm 2019,Quý 3 năm 2019,Quý 4 năm 2019,Quý 1 năm 2020,Quý 2 năm 2020,Quý 3 năm 2020,Quý 4 năm 2020,Quý 1 năm 2021,Quý 2 năm 2021,Quý 3 năm 2021,Quý 4 năm 2021,Quý 1 năm 2022,Quý 2 năm 2022,Quý 3 năm 2022,Quý 4 năm 2022,Quý 1 năm 2023,Quý 2 năm 2023,Quý 3 năm 2023,Quý 4 năm 2023,Quý 1 năm 2024,Quý 2 năm 2024,Quý 3 năm 2024,Quý 4 năm 2024
A- TÀI SẢN NGẮN HẠN,"2,263,744,264,645","2,099,737,625,875","2,252,372,674,343","2,447,032,283,490","2,400,916,698,841","2,295,905,725,280","2,449,191,422,944","2,736,506,197,966","3,002,970,266,526","3,002,970,266,526",,"3,110,587,013,465","3,204,403,772,607","3,232,226,947,899","3,124,897,967,496","3,054,969,284,060","2,967,828,145,554","2,913,541,599,279","2,750,393,997,174","2,983,103,460,688","2,765,073,014,599","2,743,708,243,668","2,938,621,701,022","3,244,921,677,159"
I. Tiền và các khoản tương đương tiền,"107,610,687,939","101,619,630,758","73,254,208,782","126,518,814,647","90,079,750,062","117,433,230,927","170,385,405,986","167,742,696,261","179,550,636,005","179,550,636,005",,"135,924,077,579","204,365,202,627","331,020,086,848","191,986,029,954","283,470,123,118","188,058,252,396","225,828,361,128","169,112,763,388","428,336,788,654","299,409,397,702","341,097,916,578","228,666,620,038","470,850,849,148"
1. Tiền,"107,610,687,939","101,619,630,758","73,254,208,782","126,518,814,647","90,079,750,062","117,433,230,927","170,385,405,986","167,742,696,261","179,550,636,005","179,550,636,005",,"135,924,077,579","204,365,202,627","331,020,086,848","180,918,029,954","270,292,931,337","179,001,109,103","201,854,457,926","131,108,223,881","277,918,701,091","257,998,155,223","249,499,295,629","218,536,599,729","287,824,071,647"
2. Các khoản tương đương tiền,,,,,,,,,,,,,,,"11,068,000,000","13,177,191,781","9,057,143,293","23,973,903,202","38,004,539,507","150,418,087,563","41,411,242,479","91,598,620,949","10,130,020,309","183,026,777,501"
II. Các khoản đầu tư tài chính ngắn hạn,"157,549,278,166","50,450,000,000","50,450,000,000","50,450,000,000","50,450,000,000","50,450,000,000","50,450,000,000","112,603,038,334","144,175,634,275","144,175,634,275",,"53,638,186,970","39,047,157,085","19,757,107,124","25,353,999,711","16,099,130,000","34,005,838,586","39,811,778,042","19,514,793,452","19,642,998,519","23,661,749,532","29,353,015,978","26,369,011,809","26,071,482,908"
1. Chứng khoán kinh doanh,"450,000,000","450,000,000","450,000,000","450,000,000","450,000,000","450,000,000","450,000,000","12,603,038,334","44,175,634,275","44,175,634,275",,"55,710,082,595","41,100,166,710","21,825,381,824","27,422,274,411","21,380,003,873","26,268,712,459","19,741,396,259","19,514,793,452","19,642,998,519","23,661,749,532","30,230,452,066","27,246,447,897","27,485,125,452"
2. Dự phòng giảm giá chứng khoán kinh doanh,,,,,,,,,,,,"-2,071,895,625","-2,053,009,625","-2,068,274,700","-2,068,274,700","-5,280,873,873","-5,280,873,873","-2,947,618,217",,,,"-877,436,088","-877,436,088","-1,413,642,544"
3. Đầu tư nắm giữ đến ngày đáo hạn,"157,099,278,166","50,000,000,000","50,000,000,000","50,000,000,000","50,000,000,000","50,000,000,000","50,000,000,000","100,000,000,000","100,000,000,000","100,000,000,000",,,,,,,"13,018,000,000","23,018,000,000",,,,,,
III. Các khoản phải thu ngắn hạn,"855,274,758,342","770,751,810,847","700,817,392,184","740,047,814,027","691,853,456,123","721,350,173,426","700,682,208,144","763,183,154,480","926,755,867,464","926,755,867,464",,"929,479,147,885","1,049,407,825,451","914,107,704,086","854,615,749,694","792,313,830,251","814,772,950,160","805,636,042,337","761,763,050,297","923,299,735,970","900,077,427,188","857,030,978,335","973,131,416,828","1,153,527,281,231"
1. Phải thu ngắn hạn của khách hàng,"733,351,592,712","644,089,712,529","542,447,814,398","692,103,115,560","615,755,102,005","669,828,524,586","593,588,214,814","635,736,523,047","742,284,972,573","742,284,972,573",,"768,295,661,083","886,268,596,615","837,115,337,268","777,958,994,106","718,404,971,603","705,737,790,605","697,833,740,281","665,468,135,048","801,306,343,454","828,111,359,392","774,851,263,441","722,822,044,320","887,789,624,296"
