company_id,quarter,P,EPS,D/E,P/E,SIZE,P_t_plus_1
AAA,2020-07-01,20.830069184303284,0.0371994375382883,1.0687022269356017,559.9565628610236,29.735908217729317,20.856065213680267
AAA,2021-01-01,21.005668671404727,0.0338843020837475,1.223873911968535,619.9233090145306,29.84798134037055,20.997749873570037
AAA,2021-04-01,20.997749873570037,0.0280892603201939,0.8499499685003716,747.5365899355593,29.89718183083555,21.04815372824669
AAA,2021-07-01,21.04815372824669,0.0191507806046944,0.879508835971708,1099.0754978983553,29.929308509111877,21.10464456677437
AAA,2021-10-01,21.10464456677437,0.0185389628993131,0.830511553165885,1138.3940235166135,29.93276905146095,21.09745520930137
AAA,2022-01-01,21.09745520930137,0.0269842938529388,0.9496231239004308,781.8420346398514,29.980210845320368,20.879316176137618
AAA,2022-04-01,20.879316176137618,0.0259232978370643,0.9551300286573152,805.4266979213185,30.02238216978115,20.740260243415836
AAA,2022-07-01,20.740260243415836,0.0208923621237342,0.7635524936680465,992.719737508971,30.053874638256,20.886116512238036
AAA,2022-10-01,20.886116512238036,-0.0255644790938394,0.7480560457093215,-816.9975392642057,30.00883579194238,21.4229161970077
AAA,2023-01-01,21.4229161970077,0.0140986335478681,0.7495975880452767,1519.5030159676014,30.019964738387287,21.753437688273767
AAA,2023-04-01,21.753437688273767,0.0112404869769287,0.7701280609883837,1935.2753784531756,30.049771026802823,4692.849703719399
AAA,2023-07-01,4692.849703719399,0.0259106389017382,0.8006526423229012,181116.71122878275,30.082910464680065,4591.692474200031
AAA,2023-10-01,4591.692474200031,0.0245302618168908,0.9483815059949504,187184.81312899472,30.07640494824517,5174.3549503485365
AAA,2024-01-01,5174.3549503485365,0.0352381760362061,0.9273408861308368,146839.465953971,30.089465543369705,5438.888873331009
AAA,2024-04-01,5438.888873331009,0.0312317159290689,0.9922414497875396,174146.33527288074,30.13402240306155,5337.941968722606
AAA,2024-07-01,5337.941968722606,0.0057026032735911,1.1446846869790708,936053.53776629,30.198447383592686,4387.763306854248
AAT,2021-01-01,25.205072309150072,0.0255129109281609,0.5124728846050509,987.934006437852,27.20962316880486,29.262597523038348
AAT,2021-04-01,29.262597523038348,0.0458265508620689,0.40486454500572,638.551166792246,27.17192011687856,31.41579845547676
AAT,2021-07-01,31.41579845547676,0.0071077465143678,0.5887264683362147,4419.937935599125,27.300396486775195,31.34295091032982
AAT,2021-10-01,31.34295091032982,0.0016690746198728,0.4605262902613091,18778.63969480081,27.606781421777807,30.81768638856949
AAT,2022-01-01,30.81768638856949,3.355397395192454e-05,0.8508832419891909,918451.1626767208,27.844351383535024,28.399587785044023
AAT,2022-04-01,28.399587785044023,0.1384358661582334,0.4529105147385503,205.14617037598515,27.726306686851892,24.54609191417694
AAT,2022-07-01,24.54609191417694,0.0009573196434334,0.432789650276137,25640.43481458614,27.68885412550312,23.473480739290757
AAT,2022-10-01,23.473480739290757,0.0021462527763262,0.4284698904063783,10936.95998822198,27.68637781777055,21.38066348721904
AAT,2023-01-01,21.38066348721904,0.0022965874135006,0.4275955086989117,9309.753838034354,27.67507018145242,16.707717710925685
AAT,2023-04-01,16.707717710925685,0.0026218261739941,0.3933699167759385,6372.549742865963,27.656253249807715,2696.634071991361
AAT,2023-07-01,2696.634071991361,0.000924316285113,0.3787280581084537,2917436.504606734,27.642186913946684,2500.784183712456
AAT,2023-10-01,2500.784183712456,0.0137612522400912,0.4067966048550944,181726.4984378981,27.68281209901098,2622.074334462484
AAT,2024-01-01,2622.074334462484,0.0072130735841147,0.3891172725407681,363516.92574397824,27.67696574260305,2286.9921665653105
AAT,2024-04-01,2286.9921665653105,0.0055968036237341,0.5702813725430985,408624.69372106646,27.74488829859304,1893.5864898201048
AAT,2024-07-01,1893.5864898201048,0.003365073293854,0.6009110158342738,562717.7551462352,27.768213059352377,1705.437736831665
ABR,2022-01-01,12.160662512625418,0.028912079665,0.2629190099017852,420.60836347745374,26.523307772303284,11.385374330705211
ABR,2022-10-01,10.141957131643144,0.045600860445,0.3112407334141606,222.4071439150921,26.64616267021619,10.567413253168906
ABR,2023-07-01,12.9243680106269,0.028766381825,0.2050256388860285,449.287230116466,26.66329289317629,11.552603888133216
ABR,2023-10-01,11.552603888133216,5.5610445e-05,0.2209455600666101,207741.61918922275,26.6764529311047,11.561061780960834
ABR,2024-01-01,11.561061780960834,0.023845076765,0.2326407790799948,484.8406190887276,26.703577074611218,11.961935558016338
ABR,2024-04-01,11.961935558016338,0.018990830065,0.2029457164424463,629.879553293572,26.55949445375748,12.816639944911003
ABR,2024-07-01,12.816639944911003,0.01547007596,0.1613596036924125,828.4794449652466,26.540912289513773,14.007690535651314
ABS,2019-01-01,22.024590257738456,0.0064355931597222,0.8501255487669094,3422.309290087116,27.258008715974995,19.14489360565835
ABS,2023-07-01,7578.085106382979,0.001482105575,0.704231981966505,5113053.505910319,28.092082304839955,5755.3125
ABS,2023-10-01,5755.3125,-0.005198532345,0.7194533673158378,-1107103.3357204203,28.09638555533968,5934.576271186441
ABS,2024-01-01,5934.576271186441,0.0043257079125,0.7389395124851947,1371931.8065922328,28.096506637294738,5325.4098360655735
ABS,2024-04-01,5325.4098360655735,0.00578552723625,0.8049885466872427,920470.9646336986,28.14042193700669,4560.476190476191
ABS,2024-07-01,4560.476190476191,0.00032464037125,0.0879432458627698,14047779.002089197,27.63309300583953,4159.83870967742
ABT,2015-04-01,39.68273138621497,0.1182182960312413,0.45928240860277,335.67334937502466,27.125798637810515,39.14927011728287
ABT,2016-01-01,33.29526379069344,0.0768092917612962,0.4276606573203375,433.4796354348205,27.096142031980968,33.65259411931038
ABT,2016-04-01,33.65259411931038,0.0956716193077765,0.5727132552551565,351.75106643747364,27.226726358814904,36.45588475465775
ABT,2016-07-01,36.45588475465775,0.1103323082237327,0.3718831037859362,330.41894383948005,27.058763573803063,33.946660844106525
ABT,2016-10-01,33.946660844106525,0.054520543506592,0.5618625551216763,622.6398098911477,27.19912445563783,37.25822867116621
ABT,2017-01-01,37.25822867116621,0.0729611949835286,0.5986950033895044,510.6581475204381,27.191401999762,39.2491693648081
ABT,2017-04-01,39.2491693648081,0.0332394824928846,0.601935401178789,1180.799652136879,27.201171288740905,43.74813037448459
ABT,2017-07-01,43.74813037448459,0.0289193506836611,0.1673724103120717,1512.7632308564012,26.85766113962058,48.5523318941631
ABT,2017-10-01,48.5523318941631,0.0831574490684087,0.5703604365553706,583.8602847740307,27.174171474100653,53.04589824989194
ABT,2018-01-01,53.04589824989194,0.0638581690904514,0.571528138944288,830.6830434608213,27.170854434078617,53.62668430805206
ABT,2018-04-01,53.62668430805206,0.2080905038396331,0.4818014363482253,257.708464915727,27.17919573090287,58.34508332752046
ABT,2018-07-01,58.34508332752046,0.1166784545303687,0.2081625156851648,500.05018974891,26.932150234989034,62.70098210894872
