quarter,P,EPS,D/E,PE
2019Q1,50.21686572715884,,1.0958248399753603,
2019Q2,58.38659213838123,,1.097051381361353,
2019Q3,55.4676970243454,,1.0991329977141269,
2019Q4,59.37404203414917,,1.097472461304954,
2020Q1,52.463219857984974,,,
2020Q2,40.02430089314779,,,
2020Q3,47.31487017869949,,,
2020Q4,62.180470645427704,,,
2021Q1,76.43149366535124,,,
2021Q2,71.42665305970208,,,
2021Q3,72.56152892112732,,,
2021Q4,68.49466949701309,,,
2022Q1,63.58349449403824,,,
2022Q2,55.5162477800923,,,
2022Q3,60.822334706783295,,,
2022Q4,64.24845983111669,,,
2023Q1,66.15335366033739,,,
2023Q2,67.10413563636041,,,
2023Q3,65.14476140340169,,,
2023Q4,60.326825399247426,,,
2024Q1,56.70770501308754,,,
2024Q2,58.57269838121202,,,
2024Q3,61.458906292915344,,,
2024Q4,63.96333331153507,,,
