,Quý 1 năm 2005,Quý 2 năm 2005,Quý 3 năm 2005,Quý 4 năm 2005,Quý 1 năm 2006,Quý 2 năm 2006,Quý 3 năm 2006,Quý 4 năm 2006,Quý 1 năm 2007,Quý 2 năm 2007,Quý 3 năm 2007,Quý 4 năm 2007,Quý 1 năm 2008,Quý 2 năm 2008,Quý 3 năm 2008,Quý 4 năm 2008,Quý 1 năm 2009,Quý 2 năm 2009,Quý 3 năm 2009,Quý 4 năm 2009,Quý 1 năm 2010,Quý 2 năm 2010,Quý 3 năm 2010,Quý 4 năm 2010,Quý 1 năm 2011,Quý 2 năm 2011,Quý 3 năm 2011,Quý 4 năm 2011,Quý 1 năm 2012,Quý 2 năm 2012,Quý 3 năm 2012,Quý 4 năm 2012,Quý 1 năm 2013,Quý 2 năm 2013,Quý 3 năm 2013,Quý 4 năm 2013,Quý 1 năm 2014,Quý 2 năm 2014,Quý 3 năm 2014,Quý 4 năm 2014,Quý 1 năm 2015,Quý 2 năm 2015,Quý 3 năm 2015,Quý 4 năm 2015,Quý 1 năm 2016,Quý 2 năm 2016,Quý 3 năm 2016,Quý 4 năm 2016,Quý 1 năm 2017,Quý 2 năm 2017,Quý 3 năm 2017,Quý 4 năm 2017,Quý 1 năm 2018,Quý 2 năm 2018,Quý 3 năm 2018,Quý 4 năm 2018,Quý 1 năm 2019,Quý 2 năm 2019,Quý 3 năm 2019,Quý 4 năm 2019,Quý 1 năm 2020,Quý 2 năm 2020,Quý 3 năm 2020,Quý 4 năm 2020,Quý 1 năm 2021,Quý 2 năm 2021,Quý 3 năm 2021,Quý 4 năm 2021,Quý 1 năm 2022,Quý 2 năm 2022,Quý 3 năm 2022,Quý 4 năm 2022,Quý 1 năm 2023,Quý 2 năm 2023,Quý 3 năm 2023,Quý 4 năm 2023,Quý 1 năm 2024,Quý 2 năm 2024,Quý 3 năm 2024,Quý 4 năm 2024
1. Doanh thu bán hàng và cung cấp dịch vụ,"110,060,553,825","116,354,286,981","138,128,767,537","151,076,183,368","146,146,467,342","161,434,423,931","167,963,704,522","169,086,523,257","161,426,750,221","183,209,288,456","209,732,607,445","246,757,001,291","269,332,880,270","319,516,709,800","340,419,652,182","276,602,216,173","213,696,249,481","242,681,130,863","330,729,368,288","321,392,969,220","332,461,789,831","353,030,684,674","420,696,959,343","356,519,755,205","375,994,209,001","465,374,059,267","492,386,661,515","490,418,949,182","450,019,334,285","495,671,801,292","530,887,147,302","619,085,534,291","576,657,342,926","539,382,890,029","644,461,014,262","686,926,423,827","593,391,428,857","704,252,152,744","671,318,322,826","598,991,438,790",,"382,329,147,296",,,"254,636,111,293","274,370,791,259","286,126,455,926","317,862,340,371","349,685,297,414","312,803,512,231","312,606,485,723","346,653,730,194","336,815,539,746","362,624,483,781","366,271,093,429","362,762,677,293","261,395,614,792","318,398,859,188","319,225,568,516","328,449,617,895","328,449,617,895","328,449,617,895","139,084,513,797","193,342,444,249","192,215,607,172","218,137,082,774","219,967,660,028","71,265,195,902","315,351,597,202","547,853,827,216","458,423,620,779","448,874,416,837","463,070,791,808","378,995,578,243","371,936,267,654","416,441,031,155","435,010,837,197","411,929,286,355","417,270,885,816","386,503,003,894"
2. Các khoản giảm trừ doanh thu,,,,"7,573,170",,,,,,,,,,,,,,,,,,,,,,,"20,183,073",,,,"5,090,909",,,"800,000",,"204,545,455",,"312,772,727","146,818,182","1,617,836,363",,,,,,,,,,,,,"3,062,364","4,433,955","4,400,500","32,391,727","21,147,500","23,899,774","23,951,819","22,952,364","22,952,364","22,952,364","20,244,363","23,122,774","25,122,864","22,261,547","15,113,319","6,894,818","14,689,773","21,020,318","17,972,545","19,079,590","16,332,954","15,931,318","16,680,455","17,962,909","16,746,091","15,413,182","17,416,906","34,114,438"
3. Doanh thu thuần về bán hàng và cung cấp dịch vụ (10 = 01 - 02),"110,060,553,825","116,354,286,981","138,128,767,537","151,068,610,198","146,146,467,342","161,434,423,931","167,963,704,522","169,086,523,257","161,426,750,221","183,209,288,456","209,732,607,445","246,757,001,291","269,332,880,270","319,516,709,800","340,419,652,182","276,602,216,173","213,696,249,481","242,681,130,863","330,729,368,288","321,392,969,220","332,461,789,831","353,030,684,674","420,696,959,343","356,519,755,205","375,994,209,001","465,374,059,267","492,366,478,442","490,418,949,182","450,019,334,285","495,671,801,292","530,882,056,393","619,085,534,291","576,657,342,926","539,382,090,029","644,461,014,262","686,721,878,372","593,391,428,857","703,939,380,017","671,171,504,644","597,373,602,427",,"382,329,147,296",,,"254,636,111,293","274,370,791,259","286,126,455,926","317,862,340,371","349,685,297,414","312,803,512,231","312,606,485,723","346,653,730,194","336,812,477,382","362,620,049,826","366,266,692,929","362,730,285,566","261,374,467,292","318,374,959,414","319,201,616,697","328,426,665,531","328,426,665,531","328,426,665,531","139,064,269,434","193,319,321,475","192,190,484,308","218,114,821,227","219,952,546,709","71,258,301,084","315,336,907,429","547,832,806,898","458,405,648,234","448,855,337,247","463,054,458,854","378,979,646,925","371,919,587,199","416,423,068,246","434,994,091,106","411,913,873,173","417,253,468,910","386,468,889,456"
4. Giá vốn hàng bán,"105,148,733,247","110,375,749,736","126,848,253,894","145,625,234,762","139,843,889,805","152,157,878,081","159,243,923,199","161,859,263,171","152,358,306,603","175,699,882,951","202,339,027,536","234,630,736,870","253,185,677,516","309,816,981,746","320,366,342,766","257,206,549,250","192,526,639,658","225,270,033,335","300,740,295,078","301,112,431,282","313,422,900,069","339,803,037,337","359,585,128,041","340,926,524,261","359,519,054,144","446,600,286,463","474,726,960,242","479,059,441,937","434,801,215,931","481,195,735,303","512,447,034,773","599,165,873,950","561,951,020,153","517,221,746,611","620,633,464,921","663,012,123,784","569,055,805,010","678,050,612,235","642,184,368,574","562,834,305,787",,"347,945,513,954",,,"231,820,565,145","241,404,582,524","256,981,236,602","288,267,840,997","322,092,658,077","289,686,821,333","286,901,062,259","322,082,554,983","316,102,759,422","337,497,974,322","338,520,202,130","333,243,691,696","234,638,497,985","290,313,786,593","293,497,480,093","301,456,770,097","301,456,770,097","301,456,770,097","121,104,201,586","168,442,365,208","167,531,741,022","192,049,926,641","195,509,981,856","60,900,601,651","292,440,452,500","505,045,535,644","432,524,854,194","433,052,056,902","441,931,115,960","355,422,891,120","350,800,430,967","387,265,573,433","412,555,493,621","389,981,817,554","396,947,251,337","364,617,236,897"
5. Lợi nhuận gộp về bán hàng và cung cấp dịch vụ(20=10-11),"4,911,820,578","5,978,537,245","11,280,513,643","5,443,375,436","6,302,577,537","9,276,545,850","8,719,781,323","7,227,260,086","9,068,443,618","7,509,405,505","7,393,579,909","12,126,264,421","16,147,202,754","9,699,728,054","20,053,309,416","19,395,666,923","21,169,609,823","17,411,097,528","29,989,073,210","20,280,537,938","19,038,889,762","13,227,647,337","61,111,831,302","15,593,230,944","16,475,154,857","18,773,772,804","17,639,518,200","11,359,507,245","15,218,118,354","14,476,065,989","18,435,021,620","19,919,660,341","14,706,322,773","22,160,343,418","23,827,549,341","23,709,754,588","24,335,623,847","25,888,767,782","28,987,136,070","34,539,296,640",,"34,383,633,342",,,"22,815,546,148","32,966,208,735","29,145,219,324","29,594,499,374","27,592,639,337","23,116,690,898",773,"24,571,175,211","20,709,717,960","25,122,075,504","27,746,490,799","29,486,593,870","26,735,969,307","28,061,172,821","25,704,136,604","26,969,895,434","26,969,895,434","26,969,895,434","17,960,067,848","24,876,956,267","24,658,743,286","26,064,894,586","24,442,564,853","10,357,699,433","22,896,454,929","42,787,271,254","25,880,794,040","15,803,280,345","21,123,342,894","23,556,755,805","21,119,156,232","29,157,494,813","22,438,597,485","21,932,055,619","20,306,217,573","21,851,652,559"
6. Doanh thu hoạt động tài chính,"30,857,099","23,767,690","136,183,080","49,657,769","35,094,975","26,996,304","19,750,746","85,394,779","54,386,700","39,339,786","57,356,024","821,971,294","113,848,785","571,327,997","483,684,117","559,851,990","166,245,551","1,065,673,288","1,289,369,517","2,229,112,535","2,195,718,318","2,587,796,151","2,819,986,434","2,477,359,274","2,441,362,976","2,528,741,333","2,725,827,595","9,894,432,601","3,318,685,450","2,804,876,017","2,774,083,366","1,982,785,807","1,516,389,258","2,242,604,779","4,242,638,359","4,271,343,361","2,673,539,364","3,880,999,904","3,316,474,608","3,285,681,431",,"3,424,257,103",,,"3,498,418,393","3,516,292,471","4,193,328,297","4,277,710,866","4,365,544,155","3,680,424,707","3,497,264,265","3,896,127,435","3,666,742,865","3,780,357,495","3,659,156,053","2,958,421,097","1,660,265,991","1,392,090,986","1,245,242,204","1,655,947,657","1,655,947,657","1,655,947,657","838,106,495","1,317,395,622","1,342,569,592","1,157,890,160","1,269,729,617","804,656,304","1,024,670,947","2,180,516,039","1,038,833,154","1,002,091,356","1,086,068,015","1,182,690,509","1,223,023,811","1,124,140,221","989,286,898","661,060,067","727,029,906","987,373,608"
7. Chi phí tài chính,"281,996,219",,"313,148,025","419,040,728","333,445,590","464,086,423","396,309,765","204,464,079","288,572,020","601,017,104","757,684,238","253,222,832","497,243,702","569,862,344",,"761,786,206","37,289,507","207,696,214","234,981,718",,"403,369,355","30,795,811","140,491,813","210,260,866","697,051,182","62,626,967","26,110,204",,"74,674,472","220,597,457","158,368,059","210,618,193","737,693,732","1,470,395,874","3,630,432,037","3,816,258,007","2,035,927,695","2,663,249,829","2,156,739,042","1,611,474,325",,"1,780,902,862",,,"1,789,324,044","1,787,976,751","1,859,586,223","2,191,634,553","2,437,948,575","2,301,042,049","2,397,069,813","2,624,171,246","2,406,713,992","2,713,350,639","2,374,339,953","1,515,804,780","512,592,295","291,271,367","368,289,212","789,507,488","789,507,488","789,507,488","165,061,405","589,935,957","438,006,688","510,694,468","589,187,462","242,365,325","511,163,664","946,529,764","561,036,626","305,732,044","110,602,117","193,147,236","111,901,878","158,355,863","220,271,902","204,365,335","192,711,621","271,137,211"
- Trong đó: Chi phí lãi vay,"281,996,219",,"313,148,025","419,040,728","333,445,590","464,086,423","396,309,765","204,464,079","288,572,020","601,017,104","757,684,238","253,222,832","497,243,702","569,862,344",,"761,786,206","37,289,507","207,696,214","234,981,718",,"403,369,355","30,795,811","140,491,813","210,260,866","697,051,182","62,626,967","26,110,204",,"74,674,472","220,597,457","158,368,059","210,618,193","737,693,732","1,470,395,874","3,630,432,037","3,816,258,007","2,035,927,695","2,663,249,829","2,156,739,042","1,611,474,325",,"1,780,902,862",,,"1,789,324,044","1,787,978,751","1,859,586,223","2,191,634,553","2,437,948,575","2,301,042,049","2,397,069,813","2,624,171,246","2,406,713,992","2,713,350,639","2,374,339,953","1,515,804,780","512,592,295","291,271,367","368,289,212","789,507,488","789,507,488","789,507,488","165,061,405","401,975,957","438,006,688","510,694,468","589,187,462","309,525,325","511,163,664","946,529,764","561,036,626","250,252,044","110,602,117","193,147,236","111,901,878","210,156,663","220,271,902","204,365,335","192,711,621","211,960,242"
"8. Phần lãi lỗ trong công ty liên doanh, liên kết",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9. Chi phí bán hàng,"2,642,329,212","3,694,104,527","7,071,309,310","2,945,843,095","3,357,878,228","5,248,381,071","5,056,979,581","3,815,104,188","4,937,300,677","3,994,401,481","3,916,398,840","7,405,697,209","8,715,851,253","5,575,039,330","11,458,164,703","3,710,579,040","9,073,299,832","8,895,947,106","5,237,134,119","4,511,390,635","7,723,781,912","7,009,683,729","8,982,484,771","8,603,347,067","7,558,276,301","8,126,429,111","8,194,107,775","8,212,498,760","8,287,169,727","8,541,826,980","8,184,999,223","8,442,301,931","8,259,157,906","8,755,158,382","9,181,975,504","10,635,155,247","9,401,530,086","10,103,861,945","12,185,213,558","15,902,548,536",,"11,843,790,750",,,"10,928,337,249","11,536,239,950","12,848,170,125","16,642,379,458","11,513,432,494","11,450,027,832","12,495,161,852","16,991,048,977","10,801,682,738","11,056,031,744","11,581,190,665","16,059,302,719","11,345,736,133","12,904,394,292","15,847,180,731","13,082,514,744","13,082,514,744","13,082,514,744","12,137,516,709","13,611,834,453","12,861,955,909","14,570,287,949","12,485,063,829","6,810,569,946","12,053,507,386","22,566,490,972","13,426,737,120","13,202,677,819","16,304,628,582","14,591,677,041","14,936,032,351","15,621,374,229","13,845,003,514","12,239,810,893","11,521,753,376","14,090,054,532"
