,Quý 1 năm 2005,Quý 2 năm 2005,Quý 3 năm 2005,Quý 4 năm 2005,Quý 1 năm 2006,Quý 2 năm 2006,Quý 3 năm 2006,Quý 4 năm 2006,Quý 1 năm 2007,Quý 2 năm 2007,Quý 3 năm 2007,Quý 4 năm 2007,Quý 1 năm 2008,Quý 2 năm 2008,Quý 3 năm 2008,Quý 4 năm 2008,Quý 1 năm 2009,Quý 2 năm 2009,Quý 3 năm 2009,Quý 4 năm 2009,Quý 1 năm 2010,Quý 2 năm 2010,Quý 3 năm 2010,Quý 4 năm 2010,Quý 1 năm 2011,Quý 2 năm 2011,Quý 3 năm 2011,Quý 4 năm 2011,Quý 1 năm 2012,Quý 2 năm 2012,Quý 3 năm 2012,Quý 4 năm 2012,Quý 1 năm 2013,Quý 2 năm 2013,Quý 3 năm 2013,Quý 4 năm 2013,Quý 1 năm 2014,Quý 2 năm 2014,Quý 3 năm 2014,Quý 4 năm 2014,Quý 1 năm 2015,Quý 2 năm 2015,Quý 3 năm 2015,Quý 4 năm 2015,Quý 1 năm 2016,Quý 2 năm 2016,Quý 3 năm 2016,Quý 4 năm 2016,Quý 1 năm 2017,Quý 2 năm 2017,Quý 3 năm 2017,Quý 4 năm 2017,Quý 1 năm 2018,Quý 2 năm 2018,Quý 3 năm 2018,Quý 4 năm 2018,Quý 1 năm 2019,Quý 2 năm 2019,Quý 3 năm 2019,Quý 4 năm 2019,Quý 1 năm 2020,Quý 2 năm 2020,Quý 3 năm 2020,Quý 4 năm 2020,Quý 1 năm 2021,Quý 2 năm 2021,Quý 3 năm 2021,Quý 4 năm 2021,Quý 1 năm 2022,Quý 2 năm 2022,Quý 3 năm 2022,Quý 4 năm 2022,Quý 1 năm 2023,Quý 2 năm 2023,Quý 3 năm 2023,Quý 4 năm 2023,Quý 1 năm 2024,Quý 2 năm 2024,Quý 3 năm 2024,Quý 4 năm 2024
1. Doanh thu bán hàng và cung cấp dịch vụ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"138,747,196,503","196,689,688,337","120,684,161,621","93,286,148,761","95,035,984,198","240,049,496,320","202,933,389,186","167,852,406,669","155,309,934,163","332,526,159,928","219,369,145,854","168,663,886,367","130,740,234,114","279,352,638,913","83,194,853,918","56,639,213,681","106,690,023,177","195,068,904,011","245,798,089,890","173,368,891,560","139,124,235,616","178,507,960,728","200,108,044,039","215,571,883,168","199,615,958,545","427,178,854,689","333,225,740,150","196,406,677,434","89,028,807,815","235,919,161,209","227,601,175,750","102,330,308,703",,"323,655,578,026","257,721,762,493"
2. Các khoản giảm trừ doanh thu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3. Doanh thu thuần về bán hàng và cung cấp dịch vụ (10 = 01 - 02),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"138,747,196,503","196,689,688,337","120,684,161,621","93,286,148,761","95,035,984,198","240,049,496,320","202,933,389,186","167,852,406,669","155,309,934,163","332,526,159,928","219,369,145,854","168,663,886,367","130,740,234,114","279,352,638,913","83,194,853,918","56,639,213,681","106,690,023,177","195,068,904,011","245,798,089,890","173,368,891,560","139,124,235,616","178,507,960,728","200,108,044,039","215,571,883,168","199,615,958,545","427,178,854,689","333,225,740,150","196,406,677,434","89,028,807,815","235,919,161,209","227,601,175,750","102,330,308,703",,"323,655,578,026","257,721,762,493"
4. Giá vốn hàng bán,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"73,479,278,560","78,363,743,951","88,074,539,899","75,951,618,756","76,772,683,991","107,710,732,765","110,254,314,560","94,049,740,381","93,348,030,200","120,712,057,916","116,218,352,682","92,439,083,807","93,395,490,029","103,581,413,515","103,165,353,708","95,149,360,254","87,220,368,636","105,501,386,912","124,424,340,633","107,378,666,462","99,133,893,472","103,500,186,086","116,096,800,647","111,558,934,176","103,981,221,797","123,784,137,661","128,204,699,031","110,542,396,808","100,120,408,063","113,013,604,611","122,043,316,664","97,323,731,409",,"124,227,275,147","145,531,274,602"
5. Lợi nhuận gộp về bán hàng và cung cấp dịch vụ(20=10-11),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"65,267,917,943","118,325,944,386","32,609,621,722","17,334,530,005","18,263,300,207","132,338,763,555","92,679,074,626","73,802,666,288","61,961,903,963","211,814,102,012","103,150,793,172","76,224,802,560","37,344,744,085","175,771,225,398","-19,970,499,790","-38,510,146,573","19,469,654,541","89,567,517,099","121,373,749,257","65,990,225,098","39,990,342,144","75,007,774,642","84,011,243,392","104,012,948,992","95,634,736,748","303,394,717,028","205,021,041,119","85,864,280,626","-11,091,600,248","122,905,556,598","105,557,859,086","5,006,577,294",,"199,428,302,879","112,190,487,891"
6. Doanh thu hoạt động tài chính,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"148,619,482","292,442,691","578,164,581","569,459,479","453,253,544","553,935,690","1,496,307,659","1,764,394,869","1,602,423,103","1,592,394,339","2,404,832,648","2,106,655,703","1,773,774,638","1,398,441,187","1,407,046,390","490,807,714","116,916,161","277,973,960","585,862,089","638,234,143","1,305,822,174","1,386,665,904","1,327,305,728","1,085,341,046","1,166,381,308","1,314,350,491","3,106,230,333","6,408,419,325","5,076,142,706","1,473,118,471","907,752,572","1,377,550,545",,"3,610,963,223","3,797,246,637"
7. Chi phí tài chính,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"61,482,778,749","63,694,399,477","60,426,615,083","57,343,401,262","58,949,260,917","58,878,192,756","57,456,781,025","54,540,936,411","54,070,072,568","52,617,830,532","55,453,227,531","46,285,989,995","45,327,975,810","42,917,535,957","39,952,364,611","36,485,402,000","35,306,962,316","32,818,865,807","30,473,716,638","26,686,797,151","27,875,655,063","26,743,355,809","23,674,879,669","21,037,759,363","19,434,920,909","16,965,389,595","14,609,747,278","12,899,949,284","9,922,166,645","6,817,610,540","4,616,269,257","4,378,810,070",,"1,775,555,691","3,311,130,448"
- Trong đó: Chi phí lãi vay,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"61,482,778,749","63,694,399,477","60,426,615,083","57,343,401,262",,"58,878,192,756","57,456,781,025","54,540,936,411","54,070,072,568","52,617,830,532","49,292,805,712","45,964,401,995","45,006,387,810","42,595,947,957","39,747,717,702","36,163,814,000","34,985,374,316","32,497,277,807","30,269,069,729","26,394,444,424","27,287,847,790","25,990,775,809","22,965,280,331","20,296,744,861","18,693,906,407","16,224,375,093","13,887,953,904","12,163,740,065","9,629,139,243","6,592,764,956","5,067,311,713","2,783,369,051",,"1,694,934,216","3,325,512,586"
"8. Phần lãi lỗ trong công ty liên doanh, liên kết",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9. Chi phí bán hàng,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
