,Quý 1 năm 2005,Quý 2 năm 2005,Quý 3 năm 2005,Quý 4 năm 2005,Quý 1 năm 2006,Quý 2 năm 2006,Quý 3 năm 2006,Quý 4 năm 2006,Quý 1 năm 2007,Quý 2 năm 2007,Quý 3 năm 2007,Quý 4 năm 2007,Quý 1 năm 2008,Quý 2 năm 2008,Quý 3 năm 2008,Quý 4 năm 2008,Quý 1 năm 2009,Quý 2 năm 2009,Quý 3 năm 2009,Quý 4 năm 2009,Quý 1 năm 2010,Quý 2 năm 2010,Quý 3 năm 2010,Quý 4 năm 2010,Quý 1 năm 2011,Quý 2 năm 2011,Quý 3 năm 2011,Quý 4 năm 2011,Quý 1 năm 2012,Quý 2 năm 2012,Quý 3 năm 2012,Quý 4 năm 2012,Quý 1 năm 2013,Quý 2 năm 2013,Quý 3 năm 2013,Quý 4 năm 2013,Quý 1 năm 2014,Quý 2 năm 2014,Quý 3 năm 2014,Quý 4 năm 2014,Quý 1 năm 2015,Quý 2 năm 2015,Quý 3 năm 2015,Quý 4 năm 2015,Quý 1 năm 2016,Quý 2 năm 2016,Quý 3 năm 2016,Quý 4 năm 2016,Quý 1 năm 2017,Quý 2 năm 2017,Quý 3 năm 2017,Quý 4 năm 2017,Quý 1 năm 2018,Quý 2 năm 2018,Quý 3 năm 2018,Quý 4 năm 2018,Quý 1 năm 2019,Quý 2 năm 2019,Quý 3 năm 2019,Quý 4 năm 2019,Quý 1 năm 2020,Quý 2 năm 2020,Quý 3 năm 2020,Quý 4 năm 2020,Quý 1 năm 2021,Quý 2 năm 2021,Quý 3 năm 2021,Quý 4 năm 2021,Quý 1 năm 2022,Quý 2 năm 2022,Quý 3 năm 2022,Quý 4 năm 2022,Quý 1 năm 2023,Quý 2 năm 2023,Quý 3 năm 2023,Quý 4 năm 2023,Quý 1 năm 2024,Quý 2 năm 2024,Quý 3 năm 2024,Quý 4 năm 2024
1. Doanh thu bán hàng và cung cấp dịch vụ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,062,277,138,034","1,087,142,918,545","894,296,715,081","1,330,847,715,538","863,477,676,469","1,295,717,563,896","1,053,401,335,486","916,823,552,963","366,759,737,948","662,369,130,810","509,637,628,525","477,486,755,466","534,187,293,135","702,464,284,278","581,705,944,140","729,110,027,671"
2. Các khoản giảm trừ doanh thu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"21,657,775,478",,,"24,100,556,807",,,"401,519,682","32,728,840,059","37,855,090,386",,,,,,,"171,858,947,836"
3. Doanh thu thuần về bán hàng và cung cấp dịch vụ (10 = 01 - 02),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,040,619,362,556","1,087,142,918,545","894,296,715,081","1,306,747,158,731","863,477,676,469","1,295,717,563,896","1,052,999,815,804","884,094,712,904","328,904,647,562","662,369,130,810","509,637,628,525","477,486,755,466","534,187,293,135","702,464,284,278","581,705,944,140","557,251,079,835"
4. Giá vốn hàng bán,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"354,371,391,175","376,770,151,838","357,947,010,964","578,373,954,779","246,503,625,620","600,676,402,013","395,334,109,271","523,898,537,924","196,801,441,752","511,481,663,807","285,605,776,564","293,213,328,147","305,742,516,063","411,160,943,927","313,993,515,416","187,619,941,056"
5. Lợi nhuận gộp về bán hàng và cung cấp dịch vụ(20=10-11),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"686,247,971,381","710,372,766,707","536,349,704,117","728,373,203,952","616,974,050,849","695,041,161,883","657,665,706,533","360,196,174,980","132,103,205,810","150,887,467,003","224,031,851,961","184,273,427,319","228,444,777,072","291,303,340,351","267,712,428,724","369,631,138,779"
6. Doanh thu hoạt động tài chính,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"7,919,420,271","11,555,322,387","16,035,184,126","14,011,773,062","10,251,514,026","12,122,946,938","14,907,312,831","11,024,177,313","8,699,581,526","11,277,105,109","5,310,248,202","22,378,799,442","3,469,182,681","5,214,018,758","7,046,460,569","15,650,537,198"
7. Chi phí tài chính,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"12,008,855,318","17,709,872,739","24,473,172,067","25,181,892,095","26,900,817,047","27,887,661,164","31,549,841,788","55,230,333,345","37,220,098,769","36,678,020,841","32,554,640,242","27,786,790,838","28,563,806,667","25,863,294,812","21,569,940,298","17,518,302,719"
- Trong đó: Chi phí lãi vay,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"11,959,135,037","17,676,725,885","24,473,172,067","22,861,686,400","26,855,817,047","27,726,532,645","28,235,570,592","44,870,681,435","36,467,238,864","32,459,766,093","30,933,375,431","26,537,341,175","27,894,558,779","24,873,923,232","19,914,483,830","16,080,954,809"
"8. Phần lãi lỗ trong công ty liên doanh, liên kết",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-1,624,740,284","-6,960,730,783","-7,515,028,433","-91,042,870,868","-554,000,393","-15,733,339,733","-5,609,331,542","-16,662,878,991"
9. Chi phí bán hàng,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"129,197,207,321","186,702,094,191","119,990,176,111","253,529,866,263","191,219,284,447","255,789,787,072","265,547,578,664","242,825,841,696","74,900,267,929","70,111,960,652","92,591,897,718","87,957,987,963","77,400,999,582","122,002,821,068","108,115,699,507","131,947,551,231"
