,Quý 1 năm 2005,Quý 2 năm 2005,Quý 3 năm 2005,Quý 4 năm 2005,Quý 1 năm 2006,Quý 2 năm 2006,Quý 3 năm 2006,Quý 4 năm 2006,Quý 1 năm 2007,Quý 2 năm 2007,Quý 3 năm 2007,Quý 4 năm 2007,Quý 1 năm 2008,Quý 2 năm 2008,Quý 3 năm 2008,Quý 4 năm 2008,Quý 1 năm 2009,Quý 2 năm 2009,Quý 3 năm 2009,Quý 4 năm 2009,Quý 1 năm 2010,Quý 2 năm 2010,Quý 3 năm 2010,Quý 4 năm 2010,Quý 1 năm 2011,Quý 2 năm 2011,Quý 3 năm 2011,Quý 4 năm 2011,Quý 1 năm 2012,Quý 2 năm 2012,Quý 3 năm 2012,Quý 4 năm 2012,Quý 1 năm 2013,Quý 2 năm 2013,Quý 3 năm 2013,Quý 4 năm 2013,Quý 1 năm 2014,Quý 2 năm 2014,Quý 3 năm 2014,Quý 4 năm 2014,Quý 1 năm 2015,Quý 2 năm 2015,Quý 3 năm 2015,Quý 4 năm 2015,Quý 1 năm 2016,Quý 2 năm 2016,Quý 3 năm 2016,Quý 4 năm 2016,Quý 1 năm 2017,Quý 2 năm 2017,Quý 3 năm 2017,Quý 4 năm 2017,Quý 1 năm 2018,Quý 2 năm 2018,Quý 3 năm 2018,Quý 4 năm 2018,Quý 1 năm 2019,Quý 2 năm 2019,Quý 3 năm 2019,Quý 4 năm 2019,Quý 1 năm 2020,Quý 2 năm 2020,Quý 3 năm 2020,Quý 4 năm 2020,Quý 1 năm 2021,Quý 2 năm 2021,Quý 3 năm 2021,Quý 4 năm 2021,Quý 1 năm 2022,Quý 2 năm 2022,Quý 3 năm 2022,Quý 4 năm 2022,Quý 1 năm 2023,Quý 2 năm 2023,Quý 3 năm 2023,Quý 4 năm 2023,Quý 1 năm 2024,Quý 2 năm 2024,Quý 3 năm 2024,Quý 4 năm 2024
1. Doanh thu bán hàng và cung cấp dịch vụ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"197,234,432,870",,,"265,714,900,666","347,004,629,711","387,652,635,699","658,268,269,255","25,485,687,512","385,264,302,215",,"645,128,431,425","362,499,642,538","238,746,873,934","232,077,999,200","278,181,338,117","228,526,072,536","468,743,017,081","244,740,879,924","634,139,844,635","384,950,727,865","521,990,803,904","781,702,508,459","213,665,165,642","634,341,027,191","814,268,970,347","457,439,869,146","713,245,591,475","1,263,576,179,637","912,350,051,889","1,178,152,168,876","1,242,306,732,051","726,503,748,399","1,152,087,300,553","1,040,644,442,182","1,195,308,669,489","999,276,150,119","1,167,255,723,644","1,170,770,268,282","1,395,854,301,681"
2. Các khoản giảm trừ doanh thu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"22,731,000",,,"24,817,000","1,186,784,661","222,851,199","91,632,728",,"9,006,000",,"2,138,000",,"770,171,740","3,107,657",,,,,,,"15,000,000","6,095,956","40,579,229","483,908,564","3,714,286",,"28,538,366,807","10,720,594,991","31,349,346,063","1,428,257,459","21,243,395,031","25,235,788,304","37,729,385,244","22,713,814,418","17,162,016,916","13,838,910,415","52,435,667,110","32,901,825,006","262,122,486,328"
3. Doanh thu thuần về bán hàng và cung cấp dịch vụ (10 = 01 - 02),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"197,211,701,870",,,"265,690,083,666","345,817,845,050","387,429,784,500","658,176,636,527","25,485,687,512","385,255,296,215",,"645,126,293,425","362,499,642,538","237,976,702,194","232,074,891,543","278,181,338,117","228,526,072,536","468,743,017,081","244,740,879,924","634,139,844,635","384,950,727,865","521,975,803,904","781,696,412,503","213,624,586,413","633,857,118,627","814,265,256,061","457,439,869,146","684,707,224,668","1,252,855,584,646","881,000,705,826","1,176,723,911,417","1,221,063,337,020","701,267,960,095","1,114,357,915,309","1,017,930,627,764","1,178,146,652,573","985,437,239,704","1,114,820,056,534","1,137,868,443,276","1,133,731,815,353"
4. Giá vốn hàng bán,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"172,449,706,107",,,"224,904,779,006","302,469,681,918","336,430,509,958","586,265,640,237","18,700,716,135","336,842,179,869",,"568,073,656,392","314,202,840,155","190,099,950,592","173,188,422,463","201,869,687,648","152,503,190,415","416,062,455,165","191,744,004,047","536,716,802,642","308,846,398,927","450,245,964,335","557,562,668,901","95,064,709,983","430,386,701,990","511,752,646,030","236,220,072,140","469,452,952,942","710,574,555,242","612,284,461,138","822,123,893,980","1,089,423,358,966","494,833,889,819","698,567,951,535","729,949,603,003","877,239,827,149","709,191,197,187","777,788,961,123","814,705,203,777","919,889,961,835"
5. Lợi nhuận gộp về bán hàng và cung cấp dịch vụ(20=10-11),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"24,761,995,763",,,"40,785,304,660","43,348,163,132","50,999,274,542","71,910,996,290","6,784,971,377","48,413,116,346",,"77,052,637,033","48,296,802,383","47,876,751,602","58,886,469,080","76,311,650,469","76,022,882,121","52,680,561,916","52,996,875,877","97,423,041,993","76,104,328,938","71,729,839,569","224,133,743,602","118,559,876,430","203,470,416,637","302,512,610,031","221,219,797,006","215,254,271,726","542,281,029,404","268,716,244,688","354,600,017,437","131,639,978,054","206,434,070,276","415,789,963,774","287,981,024,761","300,906,825,424","276,246,042,517","337,031,095,411","323,163,239,499","213,841,853,518"
6. Doanh thu hoạt động tài chính,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"16,440,304,367",,,"18,479,735,563","13,177,732,383","23,595,039,698","155,586,093,067","1,364,379,935","111,209,379,444",,"137,454,183,068","4,084,809,519","107,557,897,667","16,121,167,969","80,470,469,073","6,004,755,213","136,255,004,495","88,903,267,322","88,428,292,361","52,488,445,087","197,289,271,478","102,459,516,732","445,373,853,095","313,279,274,081","713,578,337,186","596,332,427,247","681,255,014,912","732,155,308,425","929,685,566,236","433,776,520,251","385,219,569,481","484,517,753,862","626,778,537,584","525,697,974,951","440,709,691,780","375,911,464,214","587,041,021,800","496,510,080,089","480,716,039,223"
7. Chi phí tài chính,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"4,490,672,614",,,"1,789,377,318","2,374,819,412","17,800,181,237","157,745,755,469","891,528,593","107,731,910,601",,"124,917,425,998","9,047,317,262","100,367,292,667","25,998,679,799","88,438,202,280","16,832,584,774","64,976,218,854","43,682,826,689","38,956,183,027","52,963,296,419","128,176,618,817","145,187,919,618","224,088,699,741","222,417,999,448","423,276,562,599","434,941,280,589","406,262,964,345","461,614,617,184","703,373,847,765","563,502,043,336","640,199,168,607","546,379,860,471","738,217,433,807","631,108,741,571","473,952,077,801","408,049,867,359","464,161,149,093","282,495,326,180","463,259,059,816"
- Trong đó: Chi phí lãi vay,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3,561,441,686",,,"1,722,156,675","2,330,965,539","4,802,615,290","45,327,453,155","887,843,097","8,158,549,462",,"37,551,905,619","7,918,068,360","67,641,752,357","25,886,363,709","64,751,687,216","16,695,539,857","64,918,549,526","43,608,308,821","20,813,538,758","43,990,202,912","72,245,588,363","78,852,521,378","155,377,429,410","134,961,790,681","213,892,280,271","318,315,830,656","302,414,490,904","311,694,883,492","407,623,975,286","295,731,581,033","385,572,436,602","395,763,891,717","414,835,141,491","385,855,012,123","396,749,445,879","266,330,192,707","289,213,815,271","254,303,388,067","293,977,786,231"
"8. Phần lãi lỗ trong công ty liên doanh, liên kết",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"386,996,860",,"404,874,112",,"-69,029,228","1,168,223,272","-1,053,794,010","2,732,896","2,732,896",,"11,392,181,338","16,273,932,771","-16,785,158,458",,"-14,554,354,516","-9,541,976,816","-6,692,381,986","-5,306,445,506","-30,032,195,473","-9,119,241,536","-17,265,131,861","-9,194,462,093","31,486,520,084","-11,247,687,427","-15,217,823,158","-2,994,094,840","35,662,356,724","12,244,960,792","-85,571,260,261","-21,010,773,104","-11,031,117,151","-2,553,344,068","92,190,794,346"
9. Chi phí bán hàng,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"985,130,057",,,"14,041,179,815","14,749,972,714","12,940,593,915","23,044,501,888","131,005,682","13,720,573,514",,"31,871,700,666","15,316,898,686","14,070,744,576","13,909,078,490","21,147,009,366","16,587,818,894","17,478,571,615","16,357,006,818","20,952,069,225","33,245,368,578","23,311,567,218","28,759,313,807","25,068,284,060","23,528,083,286","30,339,765,768","18,457,745,610","26,087,807,462","31,041,890,335","35,351,423,874","41,862,170,836","63,530,708,948","24,602,777,193","71,867,623,199","54,834,261,637","41,037,423,545","46,942,306,860","43,409,332,574","33,031,541,010","34,060,174,435"
