,Quý 1 năm 2005,Quý 2 năm 2005,Quý 3 năm 2005,Quý 4 năm 2005,Quý 1 năm 2006,Quý 2 năm 2006,Quý 3 năm 2006,Quý 4 năm 2006,Quý 1 năm 2007,Quý 2 năm 2007,Quý 3 năm 2007,Quý 4 năm 2007,Quý 1 năm 2008,Quý 2 năm 2008,Quý 3 năm 2008,Quý 4 năm 2008,Quý 1 năm 2009,Quý 2 năm 2009,Quý 3 năm 2009,Quý 4 năm 2009,Quý 1 năm 2010,Quý 2 năm 2010,Quý 3 năm 2010,Quý 4 năm 2010,Quý 1 năm 2011,Quý 2 năm 2011,Quý 3 năm 2011,Quý 4 năm 2011,Quý 1 năm 2012,Quý 2 năm 2012,Quý 3 năm 2012,Quý 4 năm 2012,Quý 1 năm 2013,Quý 2 năm 2013,Quý 3 năm 2013,Quý 4 năm 2013,Quý 1 năm 2014,Quý 2 năm 2014,Quý 3 năm 2014,Quý 4 năm 2014,Quý 1 năm 2015,Quý 2 năm 2015,Quý 3 năm 2015,Quý 4 năm 2015,Quý 1 năm 2016,Quý 2 năm 2016,Quý 3 năm 2016,Quý 4 năm 2016,Quý 1 năm 2017,Quý 2 năm 2017,Quý 3 năm 2017,Quý 4 năm 2017,Quý 1 năm 2018,Quý 2 năm 2018,Quý 3 năm 2018,Quý 4 năm 2018,Quý 1 năm 2019,Quý 2 năm 2019,Quý 3 năm 2019,Quý 4 năm 2019,Quý 1 năm 2020,Quý 2 năm 2020,Quý 3 năm 2020,Quý 4 năm 2020,Quý 1 năm 2021,Quý 2 năm 2021,Quý 3 năm 2021,Quý 4 năm 2021,Quý 1 năm 2022,Quý 2 năm 2022,Quý 3 năm 2022,Quý 4 năm 2022,Quý 1 năm 2023,Quý 2 năm 2023,Quý 3 năm 2023,Quý 4 năm 2023,Quý 1 năm 2024,Quý 2 năm 2024,Quý 3 năm 2024,Quý 4 năm 2024
1. Doanh thu bán hàng và cung cấp dịch vụ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"209,662,241,367","80,134,851,625","223,300,856,841","208,266,833,502","776,439,650,133","212,765,373,303",,"305,782,859,042","629,562,554,376","260,575,264,215","35,187,283,252","119,159,544,976","33,065,220,284","36,729,603,316","90,211,847,396","69,013,379,711","113,887,305,190"
2. Các khoản giảm trừ doanh thu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"13,863,415,548",,"2,168,000,678",,,"31,809,509,377","41,980,536,675","1,686,381,920",,,,
3. Doanh thu thuần về bán hàng và cung cấp dịch vụ (10 = 01 - 02),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"209,662,241,367","80,134,851,625","223,300,856,841","208,266,833,502","776,439,650,133","198,901,957,755",,"303,614,858,364","629,562,554,376","260,575,264,215","3,377,773,875","77,179,008,301","31,378,838,364","36,729,603,316","90,211,847,396","69,013,379,711","113,887,305,190"
4. Giá vốn hàng bán,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"100,099,265,164","55,331,287,260","141,894,931,554","134,178,725,332","375,188,498,238","153,971,766,185",,"213,653,685,939","366,513,222,543","263,215,900,652","274,035,893","65,922,881,342","18,098,794,312","31,252,488,357","80,867,234,988","54,334,576,265","97,979,963,505"
5. Lợi nhuận gộp về bán hàng và cung cấp dịch vụ(20=10-11),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"109,562,976,203","24,803,564,365","81,405,925,287","74,088,108,170","401,251,151,895","44,930,191,570",,"89,961,172,425","263,049,331,833","-2,640,636,437","3,103,737,982","11,256,126,959","13,280,044,052","5,477,114,959","9,344,612,408","14,678,803,446","15,907,341,685"
6. Doanh thu hoạt động tài chính,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"8,800,929","14,862,418,470","16,045,191,589","14,704,538,401","34,221,710,899","72,980,428,473",,"73,455,271,881","164,434,455,234","135,266,496,597","109,108,894,776","55,002,965,864","56,419,426,100","64,564,961,759","65,190,567,488","63,790,010,895","58,981,525,254"
7. Chi phí tài chính,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"7,233,199,905","13,669,253,318","16,417,127,107","16,683,938,200","21,579,454,355","19,626,283,611",,"39,480,022,940","37,378,423,070","32,496,518,116","26,276,276,476","29,220,791,887","33,407,849,634","33,831,662,087","33,081,983,897","31,107,411,666","33,208,088,597"
- Trong đó: Chi phí lãi vay,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"6,300,818,952","11,918,126,532","12,219,355,298","12,350,452,105","17,245,968,261","14,350,958,214",,"34,568,475,318","32,546,875,448","29,809,097,490","25,743,943,132","28,550,236,350","31,289,188,417","31,736,178,434","30,700,136,605","28,199,590,350","27,499,658,189"
"8. Phần lãi lỗ trong công ty liên doanh, liên kết",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9. Chi phí bán hàng,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"5,594,912,815","8,527,113,249","10,543,814,379","7,419,150,138","10,995,886,555","20,418,413,027",,"42,769,733,506","33,039,260,487","21,605,084,965","19,373,689,150","14,056,578,936","16,246,916,440","13,535,644,162","13,067,715,768","14,104,730,947","12,948,415,685"
