,Quý 1 năm 2005,Quý 2 năm 2005,Quý 3 năm 2005,Quý 4 năm 2005,Quý 1 năm 2006,Quý 2 năm 2006,Quý 3 năm 2006,Quý 4 năm 2006,Quý 1 năm 2007,Quý 2 năm 2007,Quý 3 năm 2007,Quý 4 năm 2007,Quý 1 năm 2008,Quý 2 năm 2008,Quý 3 năm 2008,Quý 4 năm 2008,Quý 1 năm 2009,Quý 2 năm 2009,Quý 3 năm 2009,Quý 4 năm 2009,Quý 1 năm 2010,Quý 2 năm 2010,Quý 3 năm 2010,Quý 4 năm 2010,Quý 1 năm 2011,Quý 2 năm 2011,Quý 3 năm 2011,Quý 4 năm 2011,Quý 1 năm 2012,Quý 2 năm 2012,Quý 3 năm 2012,Quý 4 năm 2012,Quý 1 năm 2013,Quý 2 năm 2013,Quý 3 năm 2013,Quý 4 năm 2013,Quý 1 năm 2014,Quý 2 năm 2014,Quý 3 năm 2014,Quý 4 năm 2014,Quý 1 năm 2015,Quý 2 năm 2015,Quý 3 năm 2015,Quý 4 năm 2015,Quý 1 năm 2016,Quý 2 năm 2016,Quý 3 năm 2016,Quý 4 năm 2016,Quý 1 năm 2017,Quý 2 năm 2017,Quý 3 năm 2017,Quý 4 năm 2017,Quý 1 năm 2018,Quý 2 năm 2018,Quý 3 năm 2018,Quý 4 năm 2018,Quý 1 năm 2019,Quý 2 năm 2019,Quý 3 năm 2019,Quý 4 năm 2019,Quý 1 năm 2020,Quý 2 năm 2020,Quý 3 năm 2020,Quý 4 năm 2020,Quý 1 năm 2021,Quý 2 năm 2021,Quý 3 năm 2021,Quý 4 năm 2021,Quý 1 năm 2022,Quý 2 năm 2022,Quý 3 năm 2022,Quý 4 năm 2022,Quý 1 năm 2023,Quý 2 năm 2023,Quý 3 năm 2023,Quý 4 năm 2023,Quý 1 năm 2024,Quý 2 năm 2024,Quý 3 năm 2024,Quý 4 năm 2024
1. Doanh thu bán hàng và cung cấp dịch vụ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,234,730,873,358","1,522,813,316,697","1,617,892,522,192","1,515,912,177,676","2,949,144,450,302","2,968,779,642,790","2,284,071,541,827","1,982,714,013,892","2,208,068,689,860","2,784,403,000,000","1,685,666,000,000","1,630,177,000,000","1,760,351,000,000","3,252,725,000,000","2,226,386,000,000","1,510,391,000,000","787,355,000,000","1,367,010,000,000","1,369,460,000,000","1,849,532,000,000","2,005,195,755,641","2,084,405,577,411","1,943,276,298,031","2,172,826,785,993","3,332,559,248,245","2,342,673,000,000","2,254,643,100,237","2,478,597,955,219","2,077,717,260,850","2,128,158,917,956"
2. Các khoản giảm trừ doanh thu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3. Doanh thu thuần về bán hàng và cung cấp dịch vụ (10 = 01 - 02),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,234,730,873,358","1,522,813,316,697","1,617,892,522,192","1,515,912,177,676","2,949,144,450,302","2,968,779,642,790","2,284,071,541,827","1,982,714,013,892","2,208,068,689,860","2,784,403,000,000","1,685,666,000,000","1,630,177,000,000","1,760,351,000,000","3,252,725,000,000","2,226,386,000,000","1,510,391,000,000","787,355,000,000","1,367,010,000,000","1,369,460,000,000","1,849,532,000,000","2,005,195,755,641","2,084,405,577,411","1,943,276,298,031","2,172,826,785,993","3,332,559,248,245","2,342,673,000,000","2,254,643,100,237","2,478,597,955,219","2,077,717,260,850","2,128,158,917,956"
4. Giá vốn hàng bán,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"642,406,152,726","737,164,081,382","816,985,834,237","762,869,394,150","1,995,018,649,457","1,835,558,173,275","1,312,024,783,307","1,023,636,079,451","1,130,138,546,834","1,388,356,000,000","926,756,000,000","984,384,000,000","915,567,000,000","1,680,924,000,000","1,058,016,000,000","880,962,000,000","657,006,000,000","903,051,000,000","758,105,000,000","788,394,000,000","966,218,452,963","1,032,199,472,561","754,924,239,904","983,444,500,572","1,632,490,907,261","1,074,591,000,000","999,418,928,940","1,269,172,001,033","988,432,638,411","926,701,921,817"
5. Lợi nhuận gộp về bán hàng và cung cấp dịch vụ(20=10-11),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"592,324,720,632","785,649,235,315","800,906,687,955","753,042,783,526","954,125,800,845","1,133,221,469,515","972,046,758,520","959,077,934,441","1,077,930,143,026","1,396,047,000,000","758,910,000,000","645,793,000,000","844,784,000,000","1,571,801,000,000","1,168,370,000,000","629,429,000,000","130,349,000,000","463,959,000,000","611,355,000,000","1,061,138,000,000","1,038,977,302,678","1,052,206,104,850","1,188,352,058,127","1,189,382,285,421","1,700,068,340,984","1,268,082,000,000","1,255,224,171,297","1,209,425,954,186","1,089,284,622,439","1,201,456,996,139"
6. Doanh thu hoạt động tài chính,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"143,087,410,258","136,863,023,050","186,806,258,320","146,649,921,784","95,642,533,439","90,124,816,165","79,567,782,207","77,757,975,613","60,443,203,423","47,314,000,000","47,014,000,000","57,553,000,000","76,850,000,000","94,442,000,000","101,589,000,000","119,680,000,000","78,360,000,000","87,389,000,000","102,854,000,000","104,388,000,000","130,391,045,833","200,940,094,297","223,816,058,122","278,152,691,542","301,408,265,386","342,962,000,000","435,155,713,184","420,173,605,819","383,178,807,700","547,262,447,156"
7. Chi phí tài chính,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"138,767,486,441","128,442,842,206","131,520,227,820","100,486,576,285","111,511,926,015","73,881,279,236","72,714,600,022","73,292,968,201","76,415,668,219","80,077,000,000","79,470,000,000","99,664,000,000","125,539,000,000","162,420,000,000","154,138,000,000","151,938,000,000","89,236,000,000","90,968,000,000","89,512,000,000","88,086,000,000","89,433,015,335","92,124,403,394","100,408,393,349","79,999,899,194","75,888,705,874","74,129,000,000","140,457,986,871","178,771,339,152","243,840,311,016","275,020,760,509"
- Trong đó: Chi phí lãi vay,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"138,733,929,485","128,434,159,902","131,320,985,678","100,426,744,267","71,763,802,795","71,759,481,179","72,474,264,224","72,880,845,064","74,460,048,430","79,192,000,000","78,682,000,000","98,889,000,000","124,676,000,000","161,340,000,000","153,298,000,000","151,082,000,000","-88,352,000,000","90,874,000,000","89,512,000,000","88,086,000,000","89,433,015,335","92,124,403,394","100,408,393,349","79,999,899,194","75,888,705,874","74,129,000,000","140,457,986,871","138,246,681,617","139,906,132,934","147,490,464,074"
"8. Phần lãi lỗ trong công ty liên doanh, liên kết",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9. Chi phí bán hàng,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"39,123,322,853","92,114,702,942","60,401,057,823","33,564,616,686","190,746,027,091","123,963,168,089","92,256,790,463","48,279,810,957","68,464,368,691","162,431,000,000","60,784,000,000","44,581,000,000","39,904,000,000","184,772,000,000","91,615,000,000","51,915,000,000","-22,077,000,000","80,311,000,000","54,586,000,000","33,603,000,000","26,930,331,260","56,854,951,831","28,677,673,215","44,039,302,424","184,769,141,493","83,782,000,000","64,029,580,796","55,956,954,858","77,171,125,081","143,861,594,632"
