,Quý 1 năm 2005,Quý 2 năm 2005,Quý 3 năm 2005,Quý 4 năm 2005,Quý 1 năm 2006,Quý 2 năm 2006,Quý 3 năm 2006,Quý 4 năm 2006,Quý 1 năm 2007,Quý 2 năm 2007,Quý 3 năm 2007,Quý 4 năm 2007,Quý 1 năm 2008,Quý 2 năm 2008,Quý 3 năm 2008,Quý 4 năm 2008,Quý 1 năm 2009,Quý 2 năm 2009,Quý 3 năm 2009,Quý 4 năm 2009,Quý 1 năm 2010,Quý 2 năm 2010,Quý 3 năm 2010,Quý 4 năm 2010,Quý 1 năm 2011,Quý 2 năm 2011,Quý 3 năm 2011,Quý 4 năm 2011,Quý 1 năm 2012,Quý 2 năm 2012,Quý 3 năm 2012,Quý 4 năm 2012,Quý 1 năm 2013,Quý 2 năm 2013,Quý 3 năm 2013,Quý 4 năm 2013,Quý 1 năm 2014,Quý 2 năm 2014,Quý 3 năm 2014,Quý 4 năm 2014,Quý 1 năm 2015,Quý 2 năm 2015,Quý 3 năm 2015,Quý 4 năm 2015,Quý 1 năm 2016,Quý 2 năm 2016,Quý 3 năm 2016,Quý 4 năm 2016,Quý 1 năm 2017,Quý 2 năm 2017,Quý 3 năm 2017,Quý 4 năm 2017,Quý 1 năm 2018,Quý 2 năm 2018,Quý 3 năm 2018,Quý 4 năm 2018,Quý 1 năm 2019,Quý 2 năm 2019,Quý 3 năm 2019,Quý 4 năm 2019,Quý 1 năm 2020,Quý 2 năm 2020,Quý 3 năm 2020,Quý 4 năm 2020,Quý 1 năm 2021,Quý 2 năm 2021,Quý 3 năm 2021,Quý 4 năm 2021,Quý 1 năm 2022,Quý 2 năm 2022,Quý 3 năm 2022,Quý 4 năm 2022,Quý 1 năm 2023,Quý 2 năm 2023,Quý 3 năm 2023,Quý 4 năm 2023,Quý 1 năm 2024,Quý 2 năm 2024,Quý 3 năm 2024,Quý 4 năm 2024
1. Doanh thu bán hàng và cung cấp dịch vụ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"21,968,085,511",,"24,373,556,832",,,"21,889,770,042","23,266,976,914","22,237,525,632","23,133,392,547","23,560,111,457","24,184,516,605","27,746,843,402","28,715,704,174","28,049,829,996","19,888,511,448","6,350,132,918","16,483,603,007","16,478,251,145","17,134,175,172","6,356,015,314","7,914,256,798"
2. Các khoản giảm trừ doanh thu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3. Doanh thu thuần về bán hàng và cung cấp dịch vụ (10 = 01 - 02),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"21,968,085,511",,"24,373,556,832",,,"21,889,770,042","23,266,976,914","22,237,525,632","23,133,392,547","23,560,111,457","24,184,516,605","27,746,843,402","28,715,704,174","28,049,829,996","19,888,511,448","6,350,132,918","16,483,603,007","16,478,251,145","17,134,175,172","6,356,015,314","7,914,256,798"
4. Giá vốn hàng bán,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"10,007,991,189",,"9,141,603,417",,,"11,756,375,455","12,048,293,606","12,015,466,423","10,878,488,227","12,513,216,357","12,876,365,410","13,052,331,450","12,640,635,075","14,047,153,877","11,729,852,364","479,124,392","11,232,954,882","10,754,533,298","11,151,786,814","536,565,504","2,097,837,023"
5. Lợi nhuận gộp về bán hàng và cung cấp dịch vụ(20=10-11),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"11,960,094,322",,"15,231,953,415",,,"10,133,394,587","11,218,683,308","10,222,059,209","12,254,904,320","11,046,895,100","11,308,151,195","14,694,511,952","16,075,069,099","14,002,676,119","8,158,659,084","5,871,008,526","5,250,648,125","5,723,717,847","5,982,388,358","5,819,449,810","5,816,419,775"
6. Doanh thu hoạt động tài chính,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,602,541,283",,"1,743,903,555",,,"1,504,114,804","1,510,821,692","1,596,334,349","1,728,445,591","2,260,973,806","2,128,469,904","2,635,565,876","3,115,711,075","4,020,588,367","5,786,915,532","6,031,198,300","5,801,839,170","5,253,166,796","3,847,206,837","3,653,887,909","3,510,190,226"
7. Chi phí tài chính,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"214,125","171,451",,"1,980,263","198,080","82,386","47,254,742","70,045,951","74,232,987","74,805,617","79,942,497","76,237,079","76,235,692","72,109,297","75,405,195","90,020,921"
- Trong đó: Chi phí lãi vay,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"8. Phần lãi lỗ trong công ty liên doanh, liên kết",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9. Chi phí bán hàng,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"509,207,494",,"4,178,328,595",,,"1,520,890,705","1,542,770,803","1,246,615,477","1,247,306,483","1,194,898,741","1,246,972,672","1,248,420,174","1,471,344,169","1,341,775,683","1,085,750,218","19,441,959","-29,204,520","29,738,286","15,885,522","16,299,999","-43,700,001"
