,Quý 1 năm 2005,Quý 2 năm 2005,Quý 3 năm 2005,Quý 4 năm 2005,Quý 1 năm 2006,Quý 2 năm 2006,Quý 3 năm 2006,Quý 4 năm 2006,Quý 1 năm 2007,Quý 2 năm 2007,Quý 3 năm 2007,Quý 4 năm 2007,Quý 1 năm 2008,Quý 2 năm 2008,Quý 3 năm 2008,Quý 4 năm 2008,Quý 1 năm 2009,Quý 2 năm 2009,Quý 3 năm 2009,Quý 4 năm 2009,Quý 1 năm 2010,Quý 2 năm 2010,Quý 3 năm 2010,Quý 4 năm 2010,Quý 1 năm 2011,Quý 2 năm 2011,Quý 3 năm 2011,Quý 4 năm 2011,Quý 1 năm 2012,Quý 2 năm 2012,Quý 3 năm 2012,Quý 4 năm 2012,Quý 1 năm 2013,Quý 2 năm 2013,Quý 3 năm 2013,Quý 4 năm 2013,Quý 1 năm 2014,Quý 2 năm 2014,Quý 3 năm 2014,Quý 4 năm 2014,Quý 1 năm 2015,Quý 2 năm 2015,Quý 3 năm 2015,Quý 4 năm 2015,Quý 1 năm 2016,Quý 2 năm 2016,Quý 3 năm 2016,Quý 4 năm 2016,Quý 1 năm 2017,Quý 2 năm 2017,Quý 3 năm 2017,Quý 4 năm 2017,Quý 1 năm 2018,Quý 2 năm 2018,Quý 3 năm 2018,Quý 4 năm 2018,Quý 1 năm 2019,Quý 2 năm 2019,Quý 3 năm 2019,Quý 4 năm 2019,Quý 1 năm 2020,Quý 2 năm 2020,Quý 3 năm 2020,Quý 4 năm 2020,Quý 1 năm 2021,Quý 2 năm 2021,Quý 3 năm 2021,Quý 4 năm 2021,Quý 1 năm 2022,Quý 2 năm 2022,Quý 3 năm 2022,Quý 4 năm 2022,Quý 1 năm 2023,Quý 2 năm 2023,Quý 3 năm 2023,Quý 4 năm 2023,Quý 1 năm 2024,Quý 2 năm 2024,Quý 3 năm 2024,Quý 4 năm 2024
1. Doanh thu bán hàng và cung cấp dịch vụ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"634,229,040,296","734,764,926,314","779,528,774,106","681,419,512,149","621,939,544,190","790,512,641,904","795,816,396,227","719,525,211,626","674,860,338,866","839,444,881,023","832,617,550,698","787,556,177,396","734,652,514,595","790,959,884,064","816,547,250,911","795,307,941,445","625,721,129,446","809,520,726,137","740,302,919,126","743,821,904,194"
2. Các khoản giảm trừ doanh thu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,546,470,695","544,488,072","4,713,999,102","189,694,819","680,880,117","514,420,991","372,287,659","562,689,505","115,618,535","181,809,878","628,446,190","453,615,070","354,338,642","690,345,579","390,250,580","609,510,809","324,560,185","510,794,491","624,348,647","948,872,295"
3. Doanh thu thuần về bán hàng và cung cấp dịch vụ (10 = 01 - 02),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"632,682,569,601","734,220,438,242","774,814,775,004","681,229,817,330","621,258,664,073","789,998,220,913","795,444,108,568","718,962,522,121","674,744,720,331","839,263,071,145","831,989,104,508","787,102,562,326","734,298,175,953","790,269,538,485","816,157,000,331","794,698,430,636","625,396,569,261","809,009,931,646","739,678,570,479","742,873,031,899"
4. Giá vốn hàng bán,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"455,144,641,082","516,659,453,596","506,444,797,006","456,435,810,823","446,920,177,172","536,608,418,330","553,691,263,386","489,940,698,503","461,310,839,627","564,104,067,957","556,235,437,013","533,660,345,898","496,898,948,296","542,277,581,545","554,827,336,504","532,801,386,370","448,841,225,718","560,804,064,524","533,573,490,308","525,193,957,095"
5. Lợi nhuận gộp về bán hàng và cung cấp dịch vụ(20=10-11),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"177,537,928,519","217,560,984,646","268,369,977,998","224,794,006,507","174,338,486,901","253,389,802,583","241,752,845,182","229,021,823,618","213,433,880,704","275,159,003,188","275,753,667,495","253,442,216,428","237,399,227,657","247,991,956,940","261,329,663,827","261,897,044,266","176,555,343,543","248,205,867,122","206,105,080,171","217,679,074,804"
6. Doanh thu hoạt động tài chính,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"9,506,916,188","8,459,593,085","11,057,372,793","12,089,123,971","17,602,382,629","26,390,829,331","25,167,505,479","26,258,005,332","25,745,115,612","26,491,187,853","25,558,722,836","25,361,120,794","33,474,047,239","43,784,410,755","42,264,554,895","42,792,239,367","30,389,673,298","21,638,184,622","23,748,081,918","25,475,780,188"
7. Chi phí tài chính,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"12,381",,,"64,202,880","10,582","37,389,251","14,287,738","448,229,092","409,369,693","247,390,462","94,536,896","244,702,715","49,833,347","325,583,808","176,375,735","329,363,351","1,624,786","6,477,521","568,715,114","1,320,735,450"
- Trong đó: Chi phí lãi vay,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"162,698,449","399,516,741","236,818,314",,,,,,,,"5,931,935","568,507,573","1,158,042,300"
"8. Phần lãi lỗ trong công ty liên doanh, liên kết",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9. Chi phí bán hàng,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"127,699,242,457","154,108,405,098","163,090,744,639","151,734,004,689","123,172,062,526","170,883,479,657","153,575,939,465","146,627,129,817","135,243,086,073","189,612,369,667","182,874,990,787","181,011,229,197","146,819,846,870","174,410,190,680","187,592,245,603","200,056,880,649","139,203,265,890","194,180,561,736","169,562,606,117","154,099,357,809"
