,Quý 1 năm 2019,Quý 2 năm 2019,Quý 3 năm 2019,Quý 4 năm 2019,Quý 1 năm 2020,Quý 2 năm 2020,Quý 3 năm 2020,Quý 4 năm 2020,Quý 1 năm 2021,Quý 2 năm 2021,Quý 3 năm 2021,Quý 4 năm 2021,Quý 1 năm 2022,Quý 2 năm 2022,Quý 3 năm 2022,Quý 4 năm 2022,Quý 1 năm 2023,Quý 2 năm 2023,Quý 3 năm 2023,Quý 4 năm 2023,Quý 1 năm 2024,Quý 2 năm 2024,Quý 3 năm 2024,Quý 4 năm 2024
10. Chi phí quản lý doanh nghiệp,"47,720,513,772","47,330,344,917","38,884,406,571","51,649,185,996","47,956,160,712","56,491,824,032","46,451,879,214","55,276,849,440","68,062,539,569","68,062,539,569",,"51,122,176,098","49,349,800,824","59,666,488,886","57,704,159,205","69,614,938,710","60,521,469,504","61,204,017,684","45,428,698,528","51,645,228,883","60,705,564,253","59,209,708,008","57,716,044,837","85,968,910,835"
11. Lợi nhuận thuần từ hoạt động kinh doanh{30=20+(21-22) + 24 - (25+26)},"100,731,714,746","129,568,624,324","140,283,796,437","170,151,553,650","76,779,507,824","105,585,698,739","126,341,958,373","130,824,923,644","125,440,474,161","125,440,474,161",,"152,659,234,918","177,354,289,103","226,069,355,308","128,022,728,095","84,897,917,696","75,830,842,722","128,077,278,677","100,871,556,200","81,898,084,597","111,805,309,456","144,585,760,150","104,440,811,577","84,498,940,887"
12. Thu nhập khác,"2,029,178,737","3,688,624,373","5,788,085,320","3,008,267,030","2,182,820,484","3,852,404,452","5,155,759,017","17,961,721,695","4,703,620,720","4,703,620,720",,"14,674,404,767","5,139,247,450","14,267,230,635","23,728,075,411","8,211,018,586","6,109,402,238","2,277,175,648","4,099,623,386","6,350,692,634","3,053,472,771","4,599,709,561","2,066,150,696","114,720,522,285"
13. Chi phí khác,"134,040,542","942,524,986","1,275,430,409","2,862,431,556","1,971,456,787","1,382,599,699","1,067,420,104","1,756,181,090","4,243,678,600","4,243,678,600",,"9,817,193,826","2,438,363,910","46,325,715,765","4,683,336,478","2,992,710,689","5,444,767,094","6,347,379,725","10,522,327,459","17,781,684,034","5,625,731,931","10,921,426,664","4,206,181,286","76,628,733,565"
14. Lợi nhuận khác(40=31-32),"1,895,138,195","2,746,099,387","4,512,654,911","145,835,474","211,363,697","2,469,804,753","4,088,338,913","16,205,540,605","459,942,120","459,942,120",,"4,857,210,941","2,700,883,540","-32,058,485,130","19,044,738,933","5,218,307,897","664,635,144","-4,070,204,077","-6,422,704,073","-11,430,991,400","-2,572,259,160","-6,321,717,103","-2,140,030,590","38,091,788,720"
15. Tổng lợi nhuận kế toán trước thuế(50=30+40),"102,626,852,941","132,314,723,711","144,796,451,348","170,297,389,124","76,990,871,521","108,055,503,492","130,430,297,286","147,030,464,249","125,900,416,281","125,900,416,281",,"157,516,445,859","180,055,172,643","194,010,870,178","147,067,467,028","90,116,225,593","76,495,477,866","124,007,074,600","94,448,852,127","70,467,093,197","109,233,050,296","138,264,043,047","102,300,780,987","122,590,729,607"
16. Chi phí thuế TNDN hiện hành,"16,050,178,682","22,288,219,092","25,076,306,744","29,569,712,021","12,984,933,365","19,563,225,973","24,638,948,599","23,698,602,926","24,012,291,331","24,012,291,331",,"25,696,134,945","35,656,159,675","35,817,876,288","27,428,076,645","13,746,960,391","12,603,491,278","17,018,023,610","16,985,674,155","18,467,807,931","18,862,344,598","24,036,916,679","20,244,384,323","26,189,884,200"
17. Chi phí thuế TNDN hoãn lại,"-18,602,752","71,795,956","-36,241,768","235,467,368","-8,821,652","72,986,655","-561,315,499","12,444,337","-616,832,598","-616,832,598",,"2,447,405,674","-1,232,715,611","-820,933,739","-1,069,671,495","-488,037,931","1,529,867,750","388,416,136","-72,511,589","-232,108,385","433,472,313","272,087,211","-76,904,181","2,700,955,066"
18. Lợi nhuận sau thuế thu nhập doanh nghiệp(60=50-51-52),"86,595,277,011","109,954,708,663","119,756,386,372","140,492,209,735","64,014,759,808","88,419,290,864","106,352,664,186","123,319,416,986","102,504,957,548","102,504,957,548",,"129,372,905,240","145,631,728,579","159,013,927,629","120,709,061,878","76,857,303,133","62,362,118,838","106,600,634,854","77,535,689,561","52,231,393,651","89,937,233,385","113,955,039,157","82,133,300,845","93,699,890,341"
19. Lợi nhuận sau thuế công ty mẹ,"83,639,705,095","105,069,051,948","112,944,189,685","133,733,368,496","60,560,254,502","82,007,547,312","99,792,157,345","117,736,658,782","99,143,772,657","99,143,772,657",,"124,862,336,837","140,570,207,981","155,152,396,576","115,949,863,935","75,383,813,110","62,640,214,663","105,923,153,179","76,598,676,808","51,736,679,371","89,179,021,057","110,689,220,829","79,597,044,401","91,705,456,576"
20. Lợi nhuận sau thuế công ty mẹ không kiểm soát,"2,955,571,916","4,885,656,715","6,812,196,687","6,758,841,239","3,454,505,306","6,411,743,552","6,560,506,841","5,582,758,204","3,361,184,891","3,361,184,891",,"4,510,568,403","5,061,520,598","3,861,531,053","4,759,197,943","1,473,490,023","-278,095,825","677,481,675","937,012,753","494,714,280","758,212,328","3,265,818,328","2,536,256,444","1,994,433,765"
21. Lãi cơ bản trên cổ phiếu(*),"1,721","2,269","2,383","2,822","1,270","1,751","2,125","2,507","2,132","2,132",,"2,697","3,052","3,033","1,704","1,108",921,"1,557","1,184",773,"1,332","1,654","1,189","31,370"
22. Lãi suy giảm trên cổ phiếu (*),"1,721","2,269",,,,,,,,,,,,,,,,,,,,,,
