,Quý 1 năm 2019,Quý 2 năm 2019,Quý 3 năm 2019,Quý 4 năm 2019,Quý 1 năm 2020,Quý 2 năm 2020,Quý 3 năm 2020,Quý 4 năm 2020,Quý 1 năm 2021,Quý 2 năm 2021,Quý 3 năm 2021,Quý 4 năm 2021,Quý 1 năm 2022,Quý 2 năm 2022,Quý 3 năm 2022,Quý 4 năm 2022,Quý 1 năm 2023,Quý 2 năm 2023,Quý 3 năm 2023,Quý 4 năm 2023,Quý 1 năm 2024,Quý 2 năm 2024,Quý 3 năm 2024,Quý 4 năm 2024
1. Doanh thu bán hàng và cung cấp dịch vụ,"2,280,451,551,060","2,571,655,883,427","2,550,969,979,899","2,746,170,761,206","2,383,513,200,626","2,486,875,830,950","2,297,689,202,850","2,336,069,304,585","2,360,990,578,085","2,941,236,495,877","2,210,772,803,818","3,709,393,327,085","3,835,292,934,301","4,270,424,111,330","3,213,011,366,240","3,290,219,669,336","2,777,694,839,898","3,931,164,139,257","3,473,821,914,888","3,023,010,678,273","2,664,243,613,514",,"2,900,837,088,027","3,774,128,891,887"
2. Các khoản giảm trừ doanh thu,"11,751,242,435","1,045,664,489","4,691,479,042","12,627,984,962","9,715,560,782","21,155,456,604","6,218,158,924","10,800,148,457","2,600,302,177","3,868,188,557","3,399,677,247","16,918,873,869","2,519,813,660","2,352,006,945","1,355,273,745","9,061,849,961","2,990,434,666","3,331,619,671","2,732,435,986","2,818,653,947","25,049,561,175",,"66,476,824,429","46,544,350,763"
3. Doanh thu thuần về bán hàng và cung cấp dịch vụ (10 = 01 - 02),"2,268,700,308,625","2,570,610,218,938","2,546,278,500,857","2,733,542,776,244","2,373,797,639,844","2,465,720,374,346","2,291,471,043,926","2,325,269,156,128","2,358,390,275,908","2,937,368,307,320","2,207,373,126,571","3,692,474,453,216","3,832,773,120,641","4,268,072,104,385","3,211,656,092,495","3,281,157,819,375","2,774,704,405,232","3,927,832,519,586","3,471,089,478,902","3,020,192,024,326","2,639,194,052,339",,"2,834,360,263,598","3,727,584,541,124"
4. Giá vốn hàng bán,"1,779,823,791,667","1,950,270,231,976","1,875,560,179,104","2,089,807,160,481","1,840,278,673,247","1,856,796,719,444","1,650,489,653,278","1,776,589,687,640","1,681,319,541,899","2,188,784,468,735","1,650,950,711,833","2,800,694,744,094","2,438,359,996,056","2,956,425,412,902","2,392,278,235,860","2,567,082,933,786","2,108,784,406,550","2,708,920,541,197","2,401,891,949,513","2,455,103,716,035","1,900,942,891,714",,"1,961,826,266,314","2,478,086,384,716"
5. Lợi nhuận gộp về bán hàng và cung cấp dịch vụ(20=10-11),"488,876,516,958","620,339,986,962","670,718,321,753","643,735,615,763","533,518,966,597","608,923,654,902","640,981,390,648","548,679,468,488","677,070,734,009","748,583,838,585","556,422,414,738","891,779,709,122","1,394,413,124,585","1,311,646,691,483","819,377,856,635","714,074,885,589","665,919,998,682","1,218,911,978,389","1,069,197,529,389","565,088,308,291","738,251,160,625",,"872,533,997,284","1,249,498,156,408"
6. Doanh thu hoạt động tài chính,"12,113,566,081","29,473,423,143","34,009,370,608","24,782,433,963","14,669,032,236","58,647,103,801","11,278,278,756","11,890,432,869","4,894,616,550","7,437,876,822","6,664,296,053","157,516,933,257","17,377,621,560","22,092,788,597","20,232,510,498","23,649,173,202","13,140,242,845","22,385,908,419","19,487,362,435","5,822,062,230","22,714,103,369",,"11,601,212,053","24,143,491,910"
7. Chi phí tài chính,"53,928,532,140","55,477,151,368","57,510,905,746","47,383,952,428","46,891,196,521","63,424,955,692","48,107,010,905","42,208,610,449","46,321,382,522","41,811,042,610","34,086,714,228","83,854,167,997","93,795,461,646","69,177,652,615","73,079,649,034","89,243,050,587","100,563,471,677","92,794,995,504","98,723,317,250","89,113,168,809","85,570,416,903",,"75,454,090,991","78,759,694,222"
- Trong đó: Chi phí lãi vay,"37,661,700,951","67,350,840,052","46,905,662,322","42,733,765,031","44,717,536,479","58,101,190,384","40,364,100,269","37,597,913,906","33,666,391,865","36,408,225,449","32,886,836,304","58,323,718,707","56,699,056,403","60,192,050,644","66,348,006,474","72,158,312,345","82,788,477,726","88,150,851,193","92,509,265,463","85,046,957,506","71,050,117,859",,"67,668,644,131","67,885,853,314"
"8. Phần lãi lỗ trong công ty liên doanh, liên kết","2,255,449,890","4,238,308,137","-8,879,725,502","5,510,535,271","2,899,908,738","-7,422,293,138","2,640,119,246","6,057,009,863","16,822,881,079","27,170,712,018","35,924,792,051","43,502,242,004","42,061,756,558","21,088,148,493","34,342,449,931","14,919,012,800","-5,000,423,511","-8,959,937,312","-6,154,351,900","-16,277,422,375","-21,209,216,276",,"-36,643,839,619","-451,652,749"
9. Chi phí bán hàng,"123,032,440,715","156,885,361,886","213,600,354,075","270,759,834,551","158,017,075,868","201,909,914,777","204,350,472,936","191,458,859,720","149,497,791,001","171,531,727,536","139,040,108,594","218,995,047,888","197,809,170,597","239,673,575,575","253,455,313,274","245,088,178,341","161,166,741,049","225,966,313,671","215,001,641,803","210,242,488,058","158,084,539,484",,"214,872,231,848","293,278,591,353"
