,year,P,EPS,D/E,SIZE
0,2020,108700.0,1318.0,0.49782269591376244,31.514586354170707
1,2021,86400.0,1129.5,0.517742061180119,31.5892939560689
2,2022,75800.0,908.0,0.49190529128864374,31.574323260661863
3,2023,67600.0,1148.0,0.48456029553620117,31.580839573787987
4,2024,63400.0,961.3333333333334,0.5327966279627708,31.620346529308367
