,year,P,EPS,D/E,SIZE
0,2020,18604.232559230768,4507.0,1.1597175839744152,32.39186535208776
1,2021,40548.24713822966,8630.0,1.0733051177826713,32.71956623960734
2,2022,24878.137644738414,1636.0,0.9002817123455292,32.85894251538953
3,2023,21920.875765752724,1175.0,0.7959516261146748,32.813714740497005
4,2024,26942.52063642483,1951.0,0.9155500518408031,32.98252965543365
