,Quý 1 năm 2019,Quý 2 năm 2019,Quý 3 năm 2019,Quý 4 năm 2019,Quý 1 năm 2020,Quý 2 năm 2020,Quý 3 năm 2020,Quý 4 năm 2020,Quý 1 năm 2021,Quý 2 năm 2021,Quý 3 năm 2021,Quý 4 năm 2021,Quý 1 năm 2022,Quý 2 năm 2022,Quý 3 năm 2022,Quý 4 năm 2022,Quý 1 năm 2023,Quý 2 năm 2023,Quý 3 năm 2023,Quý 4 năm 2023,Quý 1 năm 2024,Quý 2 năm 2024,Quý 3 năm 2024,Quý 4 năm 2024
1. Doanh thu bán hàng và cung cấp dịch vụ,,,,,,,,,,,,,,,,,,,,,,,"54,533,746,564","33,560,785,400"
2. Các khoản giảm trừ doanh thu,,,,,,,,,,,,,,,,,,,,,,,,
3. Doanh thu thuần về bán hàng và cung cấp dịch vụ (10 = 01 - 02),,,,,,,,,,,,,,,,,,,,,,,"54,533,746,564","33,560,785,400"
4. Giá vốn hàng bán,,,,,,,,,,,,,,,,,,,,,,,"37,680,559,837","24,800,545,066"
5. Lợi nhuận gộp về bán hàng và cung cấp dịch vụ(20=10-11),,,,,,,,,,,,,,,,,,,,,,,"16,853,186,727","8,760,240,334"
6. Doanh thu hoạt động tài chính,,,,,,,,,,,,,,,,,,,,,,,"123,309,269","1,627,956,326"
7. Chi phí tài chính,,,,,,,,,,,,,,,,,,,,,,,"956,796,597","1,054,298,952"
- Trong đó: Chi phí lãi vay,,,,,,,,,,,,,,,,,,,,,,,"836,339,579","729,519,093"
"8. Phần lãi lỗ trong công ty liên doanh, liên kết",,,,,,,,,,,,,,,,,,,,,,,,
9. Chi phí bán hàng,,,,,,,,,,,,,,,,,,,,,,,"2,428,879,558","1,115,955,557"
10. Chi phí quản lý doanh nghiệp,,,,,,,,,,,,,,,,,,,,,,,"4,349,083,605","6,091,764,534"
11. Lợi nhuận thuần từ hoạt động kinh doanh{30=20+(21-22) + 24 - (25+26)},,,,,,,,,,,,,,,,,,,,,,,"9,241,736,236","2,126,177,617"
12. Thu nhập khác,,,,,,,,,,,,,,,,,,,,,,,,"567,000,000"
13. Chi phí khác,,,,,,,,,,,,,,,,,,,,,,,"142,446,867","657,885,421"
14. Lợi nhuận khác(40=31-32),,,,,,,,,,,,,,,,,,,,,,,"-142,446,867","-90,885,421"
15. Tổng lợi nhuận kế toán trước thuế(50=30+40),,,,,,,,,,,,,,,,,,,,,,,"9,099,289,369","2,035,292,196"
16. Chi phí thuế TNDN hiện hành,,,,,,,,,,,,,,,,,,,,,,,"1,819,857,874","407,058,439"
17. Chi phí thuế TNDN hoãn lại,,,,,,,,,,,,,,,,,,,,,,,,
18. Lợi nhuận sau thuế thu nhập doanh nghiệp(60=50-51-52),,,,,,,,,,,,,,,,,,,,,,,"7,279,431,495","1,628,233,757"
19. Lợi nhuận sau thuế công ty mẹ,,,,,,,,,,,,,,,,,,,,,,,"7,279,431,495","1,628,233,757"
20. Lợi nhuận sau thuế công ty mẹ không kiểm soát,,,,,,,,,,,,,,,,,,,,,,,,
21. Lãi cơ bản trên cổ phiếu(*),,,,,,,,,,,,,,,,,,,,,,,599,133
22. Lãi suy giảm trên cổ phiếu (*),,,,,,,,,,,,,,,,,,,,,,,,
