,Quý 1 năm 2019,Quý 2 năm 2019,Quý 3 năm 2019,Quý 4 năm 2019,Quý 1 năm 2020,Quý 2 năm 2020,Quý 3 năm 2020,Quý 4 năm 2020,Quý 1 năm 2021,Quý 2 năm 2021,Quý 3 năm 2021,Quý 4 năm 2021,Quý 1 năm 2022,Quý 2 năm 2022,Quý 3 năm 2022,Quý 4 năm 2022,Quý 1 năm 2023,Quý 2 năm 2023,Quý 3 năm 2023,Quý 4 năm 2023,Quý 1 năm 2024,Quý 2 năm 2024,Quý 3 năm 2024,Quý 4 năm 2024
1. Doanh thu bán hàng và cung cấp dịch vụ,"5,915,299,185","20,650,619,435","5,857,701,510","27,121,162,832","12,161,824,835","17,448,108,567","8,859,904,890","15,115,879,270","14,901,339,703","11,432,719,325","12,114,792,300","31,742,008,500","14,748,479,700","33,204,754,288","20,753,045,860","28,651,547,899","45,561,310,610","25,703,112,583","26,742,534,074","32,732,810,496","39,484,401,756",,"39,453,598,882","42,614,934,053"
2. Các khoản giảm trừ doanh thu,,,,,,,,,,,,,,,,,,,,,,,,
3. Doanh thu thuần về bán hàng và cung cấp dịch vụ (10 = 01 - 02),"5,915,299,185","20,650,619,435","5,857,701,510","27,121,162,832","12,161,824,835","17,448,108,567","8,859,904,890","15,115,879,270","14,901,339,703","11,432,719,325","12,114,792,300","31,742,008,500","14,748,479,700","33,204,754,288","20,753,045,860","28,651,547,899","45,561,310,610","25,703,112,583","26,742,534,074","32,732,810,496","39,484,401,756",,"39,453,598,882","42,614,934,053"
4. Giá vốn hàng bán,"5,280,725,439","17,826,505,572","5,249,244,677","26,488,204,156","10,783,350,543","18,050,716,212","7,920,902,358","12,056,743,570","11,682,736,507","9,597,286,181","10,928,509,992","24,822,764,954","11,182,957,758","24,412,063,123","17,265,056,412","22,434,584,572","39,384,744,398","20,962,938,181","23,309,525,072","25,368,201,805","33,388,953,250",,"26,946,590,793","27,308,559,787"
5. Lợi nhuận gộp về bán hàng và cung cấp dịch vụ(20=10-11),"634,573,746","2,824,113,863","608,456,833","632,958,676","1,378,474,292","-602,607,645","939,002,532","3,059,135,700","3,218,603,196","1,835,433,144","1,186,282,308","6,919,243,546","3,565,521,942","8,792,691,165","3,487,989,448","6,216,963,327","6,176,566,212","4,740,174,402","3,433,009,002","7,364,608,691","6,095,448,506",,"12,507,008,089","15,306,374,266"
6. Doanh thu hoạt động tài chính,"2,388,749,939","36,135,144,018","2,770,999,275","2,766,306,520","25,439,572,959","21,576,689,097","3,346,569,588","2,847,528,545","5,786,869,765","16,748,212,093","12,138,931,272","2,604,132,580","2,180,516,569","26,090,307,113","2,293,336,950","2,327,860,318","2,339,078,223","15,400,951,471","3,412,728,713","3,002,905,366","2,569,220,998",,"1,457,099,536","1,681,097,784"
7. Chi phí tài chính,"29,150,685",,,"59,983,562",,,,,,,,,,,,"14,190,712","364,668,493","99,087,672",,"2,025,205",,,,
- Trong đó: Chi phí lãi vay,,,,,,,,,,,,,,,,,,,,,,,,
"8. Phần lãi lỗ trong công ty liên doanh, liên kết","-3,870,000",,"-15,334,000",,,,,"-9,375,000","-4,148,000",,"-69,091,823",,,,,,,,,,,,,
9. Chi phí bán hàng,"1,350,053,994","44,119,182","1,116,516,039","27,120,000","11,935,000","10,545,000","11,860,000","5,787,097,894","1,409,915,136","248,397,117","1,049,119,614","486,001,657","456,815,309","416,380,785","967,637,381","861,735,174","698,151,374","532,597,741","188,562,251","402,727,880","2,114,360,994",,"1,114,477,992","2,211,306,033"
10. Chi phí quản lý doanh nghiệp,,"3,470,578,596",,"1,990,637,675","1,508,105,932","2,112,665,076","1,501,275,115",,,"1,897,677,821",,"3,439,129,028","1,443,528,969","2,072,020,638","1,837,147,506","4,321,106,098","2,050,193,881","2,150,897,003","1,907,590,118","4,716,743,635","1,940,235,555",,"2,208,121,474","6,093,029,124"
11. Lợi nhuận thuần từ hoạt động kinh doanh{30=20+(21-22) + 24 - (25+26)},"1,640,249,006","35,444,560,103","2,247,606,069","1,321,523,959","25,298,006,319","18,850,871,376","2,772,437,005","110,191,351","7,591,409,825","16,437,570,299","12,207,002,143","5,598,245,441","3,845,694,233","32,394,596,855","2,976,541,511","3,347,791,661","5,402,630,687","17,358,543,457","4,749,585,346","5,246,017,337","4,610,072,955",,"10,641,508,159","8,683,136,893"
12. Thu nhập khác,"167,316,897","4,403,970,058","125,260,000","514,274,631","281,948,182","7,622,307,695","307,815,000","3,111,764,092","377,673,189","164,735,458","110,272,733","1,301,563,875","99,730,648","18,015,725,767","187,765,630","179,594,691","33,183,685","5,427,767,493","570,078,781","625,980,500","533,684,900",,"5,138,874,768","7,688,769,887"
13. Chi phí khác,"17,911,723","3,612,262,234","2,295,933,271","613,468,438","366,895,968","120,204,281","208,130,411","294,406,885","274,991,103","353,279,316","608,688,197","810,779,711","185,391,103","1,894,489,413","184,481,803","1,166,712,672","151,684,120","1,397,453,378","103,487,547","-240,071,302","193,170,454",,"357,408,500","856,225,868"
14. Lợi nhuận khác(40=31-32),"149,405,174","791,707,824","-2,170,673,271","-99,193,807","-84,947,786","7,502,103,414","99,684,589","2,817,357,207","102,682,086","-188,543,858","-498,415,464","490,784,164","-85,660,455","16,121,236,354","3,283,827","-987,117,981","-118,500,435","4,030,314,115","466,591,234","866,051,802","340,514,446",,"4,781,466,268","6,832,544,019"
15. Tổng lợi nhuận kế toán trước thuế(50=30+40),"1,789,654,180","36,236,267,927","76,932,798","1,222,330,152","25,213,058,533","26,352,974,790","2,872,121,594","2,927,548,558","7,694,091,911","16,249,026,441","11,708,586,679","6,089,029,605","3,760,033,778","48,515,833,209","2,979,825,338","2,360,673,680","5,284,130,252","21,388,857,572","5,216,176,580","6,112,069,139","4,950,587,401",,"15,422,974,427","15,515,680,912"
16. Chi phí thuế TNDN hiện hành,"355,605,961","549,909,405","49,840,071","291,825,514","441,726,928","1,654,234,893","491,784,475","563,080,680","799,379,138","498,725,338","496,921,281","112,334,247","592,988,989","4,299,033,531","516,368,049","391,541,537","813,277,369","1,583,041,683","979,948,548","1,005,400,110","883,157,839",,"2,173,654,023","2,491,121,956"
17. Chi phí thuế TNDN hoãn lại,"5,200,000","3,400,000","3,400,000","3,200,000","2,400,000","3,900,000","2,400,000","3,400,000","13,000,000","600,000",,,,,,,,,,,,,,
18. Lợi nhuận sau thuế thu nhập doanh nghiệp(60=50-51-52),"1,428,848,219","35,682,958,522","23,692,727","927,304,638","24,768,931,605","24,694,839,897","2,377,937,119","2,361,067,878","6,881,712,773","15,749,701,103","11,211,665,398","5,976,695,358","3,167,044,789","44,216,799,678","2,463,457,289","1,969,132,143","4,470,852,883","19,805,815,889","4,236,228,032","5,106,669,029","4,067,429,562",,"13,249,320,404","13,024,558,956"
