TÀI SẢN,Quý 1 năm 2019,Quý 2 năm 2019,Quý 3 năm 2019,Quý 4 năm 2019,Quý 1 năm 2020,Quý 2 năm 2020,Quý 3 năm 2020,Quý 4 năm 2020,Quý 1 năm 2021,Quý 2 năm 2021,Quý 3 năm 2021,Quý 4 năm 2021,Quý 1 năm 2022,Quý 2 năm 2022,Quý 3 năm 2022,Quý 4 năm 2022,Quý 1 năm 2023,Quý 2 năm 2023,Quý 3 năm 2023,Quý 4 năm 2023,Quý 1 năm 2024,Quý 2 năm 2024,Quý 3 năm 2024,Quý 4 năm 2024
A- TÀI SẢN NGẮN HẠN,"3,565,111,698,845","4,113,503,794,219","4,071,233,589,445","6,006,835,115,613","6,350,628,463,857","7,461,673,583,636","7,696,451,993,086","9,510,038,519,897","9,927,250,630,590","10,450,729,103,121","13,705,836,193,187","22,575,115,088,964",,"22,800,022,159,779","23,398,001,285,627","26,092,449,023,518","27,355,435,065,748","30,290,219,617,592","28,965,630,049,660","23,921,695,273,733","23,449,749,393,832","19,864,529,102,925","23,815,421,626,658","10,393,757,226,426"
I. Tiền và các khoản tương đương tiền,"1,290,300,808,972","2,269,168,852,758","2,137,694,308,541","2,191,361,038,968","1,665,655,537,533","1,578,110,225,189","2,803,187,558,943","3,818,494,309,952","3,161,596,806,040","4,411,230,029,020","6,947,595,586,809","13,013,125,962,658",,"5,703,146,321,419","3,141,994,021,563","5,588,278,453,404","5,292,188,991,565","5,309,141,311,312","3,935,233,721,403","5,789,870,873,591","5,318,766,545,508","3,002,764,160,491","6,516,825,036,751","5,677,335,607,288"
1. Tiền,"130,110,808,972","152,606,791,594","183,485,177,230","148,761,038,968","176,255,537,533","232,449,525,189","294,587,558,943","146,894,309,952","155,296,806,040","149,207,189,020","644,595,586,809","107,325,962,658",,"186,654,161,419","165,794,021,563","93,843,655,219","149,416,658,530","115,108,061,312","154,700,471,403","159,897,624,135","127,893,296,052","106,724,161,035","89,434,131,938","82,452,718,683"
2. Các khoản tương đương tiền,"1,160,190,000,000","2,116,562,061,164","1,954,209,131,311","2,042,600,000,000","1,489,400,000,000","1,345,660,700,000","2,508,600,000,000","3,671,600,000,000","3,006,300,000,000","4,262,022,840,000","6,303,000,000,000","12,905,800,000,000",,"5,516,492,160,000","2,976,200,000,000","5,494,434,798,185","5,142,772,333,035","5,194,033,250,000","3,780,533,250,000","5,629,973,249,456","5,190,873,249,456","2,896,039,999,456","6,427,390,904,813","5,594,882,888,605"
II. Các khoản đầu tư tài chính ngắn hạn,"221,200,000,000","4,200,000,000","5,700,000,000","193,304,109,559","620,878,082,162","142,500,000,000","160,000,000,000","212,300,000,000","308,900,000,000","308,000,000,000","239,000,000,000","169,375,000,000",,"371,900,000,000","1,495,006,717,880","1,403,814,717,880","2,151,893,030,000","2,669,954,815,035","4,426,224,815,035","4,908,122,525,558","2,853,339,780,000","2,777,356,230,000","1,713,003,450,000","365,174,443,768"
1. Chứng khoán kinh doanh,,,,"150,604,109,559","251,678,082,162",,,,,,,,,,"1,200,863,717,880","1,202,171,717,880","1,216,544,000,000","1,216,544,000,000","1,216,544,000,000","2,592,779,525,558","1,216,544,000,000","1,216,544,000,000","1,216,544,000,000",
2. Dự phòng giảm giá chứng khoán kinh doanh,,,,,,,,,,,,,,,,,,,,,,,,
3. Đầu tư nắm giữ đến ngày đáo hạn,"221,200,000,000","4,200,000,000","5,700,000,000","42,700,000,000","369,200,000,000","142,500,000,000","160,000,000,000","212,300,000,000","308,900,000,000","308,000,000,000","239,000,000,000","169,375,000,000",,"371,900,000,000","294,143,000,000","201,643,000,000","935,349,030,000","1,453,410,815,035","3,209,680,815,035","2,315,343,000,000","1,636,795,780,000","1,560,812,230,000","496,459,450,000","365,174,443,768"
III. Các khoản phải thu ngắn hạn,"589,040,450,905","364,200,478,472","438,194,264,558","2,406,606,412,273","2,412,710,908,139","3,681,212,687,363","2,668,449,999,973","3,515,086,732,291","4,292,931,055,861","3,547,251,369,887","4,149,333,880,809","7,074,166,026,539",,"13,963,043,220,127","16,206,942,721,051","16,526,609,661,885","17,585,240,520,637","19,828,128,844,257","18,139,855,691,971","10,989,266,253,040","12,781,745,032,230","11,593,704,395,638","12,875,893,979,494","1,704,720,808,025"
1. Phải thu ngắn hạn của khách hàng,"285,407,278,160","205,306,898,128","217,971,023,532","350,452,939,057","439,444,165,582","357,303,384,156","410,461,862,422","399,157,914,891","418,618,789,656","425,503,220,885","895,370,373,092","600,955,375,527",,"511,181,812,255","485,413,652,719","663,867,546,603","795,342,018,394","768,039,251,221","892,896,261,878","1,068,837,859,281","1,201,311,547,138","975,788,249,212","966,814,397,140","1,031,310,295,480"
