Date,Open,High,Low,Close,Volume
2019-01-02,61000.0,61500.0,59600.0,59600.0,33350
2019-01-03,59600.0,60000.0,57000.0,59000.0,145120
2019-01-04,58500.0,59800.0,57000.0,59000.0,66370
2019-01-07,59500.0,59900.0,59400.0,59600.0,35730
2019-01-08,59600.0,59600.0,59500.0,59600.0,30340
2019-01-09,61200.0,61200.0,59600.0,60000.0,26850
2019-01-10,60000.0,60000.0,59500.0,59600.0,22910
2019-01-11,59600.0,59800.0,59000.0,59100.0,50980
2019-01-14,59100.0,59100.0,58500.0,58900.0,41250
2019-01-15,58800.0,58900.0,58500.0,58600.0,47300
2019-01-16,58600.0,59800.0,58400.0,58700.0,48020
2019-01-17,58700.0,59000.0,58400.0,58400.0,38260
2019-01-18,58100.0,58500.0,57800.0,57900.0,96870
2019-01-22,58000.0,58500.0,58000.0,58000.0,28460
2019-01-23,57900.0,58200.0,57700.0,57700.0,41900
2019-01-24,58000.0,59000.0,57800.0,58700.0,47100
2019-01-25,58800.0,60300.0,58800.0,60000.0,120790
2019-01-28,60400.0,60400.0,58500.0,59000.0,40190
2019-01-29,58200.0,59000.0,58200.0,59000.0,36450
2019-01-30,58800.0,58800.0,58600.0,58700.0,38060
2019-01-31,58500.0,59800.0,58500.0,59200.0,60930
2019-02-01,59200.0,59900.0,58900.0,59100.0,44310
2019-02-04,59100.0,59100.0,59100.0,59100.0,0
2019-02-05,59100.0,59100.0,59100.0,59100.0,0
2019-02-06,59100.0,59100.0,59100.0,59100.0,0
2019-02-07,59100.0,59100.0,59100.0,59100.0,0
2019-02-08,59100.0,59100.0,59100.0,59100.0,0
2019-02-11,58900.0,60700.0,58900.0,60200.0,116150
2019-02-12,60200.0,60400.0,60100.0,60200.0,41700
2019-02-13,60200.0,61000.0,59200.0,59200.0,122260
2019-02-14,60000.0,62000.0,60000.0,61000.0,134760
2019-02-15,61000.0,61500.0,60600.0,61000.0,96900
2019-02-19,60700.0,60800.0,60000.0,60300.0,132730
2019-02-20,60100.0,60400.0,59700.0,60200.0,54590
2019-02-21,60000.0,61500.0,59100.0,59100.0,141390
2019-02-22,59900.0,60500.0,59600.0,60000.0,170160
2019-02-25,61000.0,62500.0,61000.0,62000.0,166950
2019-02-26,62000.0,63000.0,61900.0,62000.0,113480
2019-02-27,62800.0,64000.0,62000.0,62800.0,212650
2019-02-28,62700.0,63500.0,61800.0,62200.0,141220
2019-03-01,62300.0,63700.0,62300.0,63500.0,114610
2019-03-04,63500.0,64500.0,63500.0,63900.0,136200
2019-03-05,64000.0,64400.0,63500.0,63900.0,90010
2019-03-06,64300.0,64300.0,62800.0,63500.0,101360
2019-03-07,63900.0,64000.0,63500.0,63500.0,49510
2019-03-08,63500.0,63500.0,63500.0,63500.0,0
2019-03-11,63700.0,64700.0,62900.0,63600.0,336440
2019-03-12,64500.0,64900.0,63900.0,64500.0,158630
2019-03-13,64900.0,64900.0,63900.0,63900.0,84270
2019-03-14,64500.0,64500.0,63000.0,63900.0,101760
2019-03-15,63700.0,63800.0,62600.0,62900.0,93280
2019-03-18,62900.0,63800.0,62900.0,63800.0,41430
2019-03-19,64100.0,64100.0,59900.0,62200.0,181910
2019-03-20,62200.0,62200.0,61000.0,61200.0,200730
2019-03-21,61400.0,62800.0,61200.0,61200.0,173990
2019-03-22,61200.0,62800.0,61200.0,62800.0,140770
2019-03-25,62800.0,62800.0,61200.0,62000.0,96350
2019-03-26,62000.0,62800.0,61800.0,62800.0,123200
2019-03-27,62900.0,63800.0,62500.0,62800.0,174310
2019-03-28,62500.0,62900.0,62300.0,62700.0,117240
2019-03-29,62800.0,63400.0,62500.0,63000.0,77140
2019-04-01,63000.0,63500.0,63000.0,63400.0,206360
2019-04-02,63500.0,63600.0,62600.0,62900.0,189860
2019-04-03,62900.0,63000.0,62500.0,63000.0,174000
2019-04-04,63100.0,63400.0,62700.0,63000.0,114740
2019-04-05,63000.0,65000.0,63000.0,64200.0,279830
2019-04-08,64200.0,66700.0,64200.0,66100.0,369360
2019-04-09,66200.0,66200.0,64500.0,65000.0,239960
2019-04-10,64500.0,66000.0,64100.0,65400.0,405620
2019-04-11,65000.0,66300.0,65000.0,65800.0,472970
2019-04-12,65800.0,66100.0,65400.0,65500.0,269060
2019-04-15,65500.0,65500.0,65500.0,65500.0,0
2019-04-16,65400.0,66900.0,65000.0,66100.0,494260
2019-04-17,66100.0,66600.0,65000.0,65100.0,238650
2019-04-18,65100.0,66000.0,65000.0,65400.0,274800
2019-04-22,65800.0,65800.0,64800.0,64800.0,139400
2019-04-23,65000.0,65000.0,63700.0,64000.0,193000
2019-04-24,64000.0,64300.0,63600.0,63600.0,159540
2019-04-25,62000.0,62000.0,61000.0,61300.0,78660
2019-04-26,61000.0,61300.0,60600.0,61300.0,63320
2019-04-29,61300.0,61300.0,61300.0,61300.0,0
2019-04-30,61300.0,61300.0,61300.0,61300.0,0
2019-05-01,61300.0,61300.0,61300.0,61300.0,0
2019-05-02,59000.0,62100.0,59000.0,61800.0,99830
2019-05-03,61900.0,61900.0,61100.0,61100.0,42590
2019-05-06,60300.0,60800.0,60100.0,60200.0,106370
2019-05-07,60900.0,60900.0,60200.0,60300.0,68260
2019-05-08,60200.0,60400.0,59800.0,60400.0,95120
2019-05-09,60400.0,60400.0,60100.0,60300.0,66280
2019-05-10,60300.0,61500.0,60300.0,61000.0,42290
2019-05-13,60500.0,61200.0,60400.0,60900.0,21490
2019-05-14,60400.0,60900.0,60400.0,60600.0,73770
2019-05-15,61100.0,61900.0,61000.0,61900.0,154720
2019-05-16,62000.0,63900.0,61300.0,63300.0,305370
2019-05-17,63300.0,64200.0,63300.0,63300.0,103060
2019-05-20,63000.0,63600.0,62600.0,63200.0,126710
2019-05-21,63200.0,64500.0,63000.0,64300.0,376630
2019-05-22,64400.0,64500.0,63700.0,63700.0,69540
2019-05-23,63900.0,65100.0,63900.0,65100.0,285980
2019-05-24,65200.0,66800.0,65200.0,66200.0,366950
2019-05-28,66200.0,67000.0,65500.0,66600.0,109480
2019-05-29,66700.0,66700.0,65600.0,65700.0,102030
2019-05-30,65900.0,66000.0,64800.0,65600.0,56720
2019-05-31,65000.0,65100.0,64400.0,64400.0,159130
2019-06-03,64200.0,64400.0,62900.0,63000.0,233080
2019-06-04,63000.0,64000.0,62800.0,63500.0,66240
2019-06-05,64000.0,64100.0,63600.0,63600.0,31640
2019-06-06,63900.0,64400.0,63600.0,63700.0,83780
2019-06-07,63700.0,64300.0,63700.0,64300.0,42180
2019-06-10,64700.0,66800.0,64300.0,66600.0,343590
2019-06-11,67000.0,69400.0,67000.0,68600.0,375100
2019-06-12,68600.0,69000.0,67600.0,67600.0,150190
2019-06-13,67100.0,69500.0,67100.0,68000.0,199150
2019-06-14,68000.0,69200.0,67600.0,68000.0,82480
2019-06-17,68000.0,68500.0,67000.0,67400.0,89960
2019-06-18,67400.0,68300.0,67000.0,68300.0,129320
2019-06-19,68500.0,69500.0,68100.0,68600.0,107050
2019-06-20,68100.0,69300.0,68000.0,68200.0,141140
2019-06-21,68200.0,68700.0,67800.0,67800.0,56540
2019-06-24,68500.0,68600.0,67500.0,67500.0,74570
2019-06-25,67400.0,67400.0,66400.0,66500.0,178500
2019-06-26,66500.0,68000.0,66500.0,67100.0,117260
2019-06-27,67400.0,68100.0,67100.0,67600.0,246080
2019-06-28,68000.0,68000.0,67400.0,67800.0,67510
2019-07-01,68000.0,70500.0,68000.0,70500.0,435840
2019-07-02,70900.0,70900.0,69000.0,69000.0,135820
2019-07-03,69000.0,71100.0,69000.0,71000.0,250400
2019-07-05,71000.0,71000.0,71000.0,71000.0,0
2019-07-08,71000.0,71000.0,71000.0,71000.0,0
2019-07-09,71000.0,71000.0,71000.0,71000.0,0
2019-07-10,71000.0,71000.0,71000.0,71000.0,0
2019-07-11,71000.0,71000.0,71000.0,71000.0,0
2019-07-12,71000.0,71000.0,71000.0,71000.0,0
2019-07-15,71100.0,71700.0,70500.0,70700.0,161070
2019-07-16,70400.0,70500.0,68100.0,68500.0,689540
2019-07-17,68200.0,68500.0,67400.0,67500.0,253360
2019-07-18,67500.0,68500.0,67300.0,68300.0,149910
2019-07-19,67900.0,68300.0,67600.0,67700.0,123920
2019-07-22,67500.0,68200.0,67300.0,68000.0,150160
2019-07-23,68000.0,68000.0,66500.0,67500.0,251740
2019-07-24,67500.0,68500.0,67300.0,68500.0,138500
2019-07-25,68500.0,68500.0,68500.0,68500.0,0
2019-07-26,68500.0,68500.0,68500.0,68500.0,0
2019-07-29,68500.0,68500.0,68500.0,68500.0,0
2019-07-30,68500.0,68500.0,68500.0,68500.0,0
2019-07-31,64100.0,65700.0,64100.0,65500.0,86760
2019-08-01,65500.0,68000.0,65100.0,67500.0,99590
2019-08-02,66700.0,68400.0,66700.0,67900.0,141090
2019-08-05,67900.0,68200.0,66800.0,67600.0,166900
2019-08-06,67600.0,67600.0,67600.0,67600.0,0
2019-08-07,68400.0,68500.0,67500.0,67900.0,40380
2019-08-08,67600.0,68200.0,66000.0,68000.0,167230
2019-08-09,68000.0,68000.0,68000.0,68000.0,0
2019-08-12,70000.0,70000.0,69000.0,69000.0,68060
2019-08-13,69000.0,71300.0,68700.0,70000.0,369780
2019-08-14,70200.0,71000.0,70100.0,70400.0,88380
2019-08-15,69000.0,70000.0,69000.0,69500.0,74540
2019-08-16,69500.0,69500.0,69500.0,69500.0,0
2019-08-19,69500.0,69500.0,69500.0,69500.0,0
2019-08-20,69500.0,69500.0,69500.0,69500.0,0
2019-08-21,71600.0,72200.0,71000.0,71500.0,101490
2019-08-22,71000.0,71500.0,70700.0,71000.0,32700
2019-08-23,71100.0,71100.0,69600.0,70800.0,108140
2019-08-26,69300.0,70700.0,69300.0,69500.0,60850
2019-08-27,69500.0,70500.0,69500.0,70100.0,171830
2019-08-28,70100.0,70100.0,69400.0,69400.0,82310
2019-08-29,69200.0,69500.0,68500.0,68800.0,76110
2019-08-30,69000.0,70000.0,68900.0,69000.0,73270
2019-09-03,70300.0,70300.0,68200.0,68300.0,44440
2019-09-04,68300.0,69500.0,67600.0,69500.0,143660
2019-09-05,69500.0,69800.0,68800.0,69000.0,33430
2019-09-06,68500.0,69100.0,68300.0,69000.0,30880
2019-09-09,68300.0,69000.0,68000.0,68600.0,68320
2019-09-10,69000.0,69000.0,68000.0,68300.0,140230
2019-09-11,68400.0,70900.0,68200.0,70900.0,56800
2019-09-12,70300.0,70300.0,68900.0,69400.0,108130
2019-09-13,69700.0,69800.0,68600.0,69800.0,72070
2019-09-16,69800.0,69800.0,69300.0,69800.0,79840
2019-09-17,69900.0,69900.0,68200.0,68200.0,61020
2019-09-18,68500.0,70000.0,68500.0,68500.0,68710
2019-09-19,68500.0,68700.0,68200.0,68500.0,49370
2019-09-20,68500.0,69000.0,68200.0,68200.0,72190
2019-09-23,68200.0,68200.0,66000.0,66000.0,193640
2019-09-24,65800.0,67500.0,65800.0,67500.0,41510
2019-09-25,68000.0,68000.0,66800.0,67500.0,17890
2019-09-26,67900.0,68700.0,67100.0,68500.0,51360
2019-09-27,68500.0,68900.0,67500.0,68000.0,55550
2019-09-30,68000.0,70000.0,67000.0,69700.0,190210
2019-10-01,69700.0,71200.0,69200.0,71200.0,329000
2019-10-02,71000.0,71500.0,70700.0,70800.0,144420
2019-10-03,70500.0,71100.0,70000.0,70900.0,143600
2019-10-04,70700.0,71000.0,70400.0,70400.0,117300
2019-10-07,70000.0,70900.0,69000.0,69400.0,63730
2019-10-08,69400.0,70000.0,69000.0,69800.0,62600
2019-10-09,69300.0,70700.0,69000.0,70100.0,105750
2019-10-10,70100.0,72900.0,70100.0,72700.0,353050
2019-10-11,72700.0,72700.0,71800.0,71900.0,139770
2019-10-14,72400.0,72500.0,71900.0,72400.0,115810
2019-10-15,72600.0,74000.0,72300.0,73900.0,417770
2019-10-16,74000.0,75500.0,73500.0,73700.0,222370
2019-10-17,73500.0,74900.0,72500.0,74900.0,165230
2019-10-18,74300.0,74800.0,74000.0,74500.0,73120
2019-10-21,74600.0,75200.0,74000.0,75000.0,192820
2019-10-22,75100.0,75200.0,74000.0,74000.0,121300
2019-10-23,74300.0,74900.0,72600.0,74800.0,264080
2019-10-24,75000.0,76500.0,74300.0,76300.0,445840
2019-10-25,76300.0,76300.0,75300.0,75300.0,68130
2019-10-28,75300.0,76000.0,74900.0,74900.0,40370
2019-10-29,74900.0,74900.0,73600.0,73600.0,85810
2019-10-30,73300.0,74500.0,73300.0,73600.0,48040
2019-10-31,73600.0,74400.0,73500.0,73700.0,77540
2019-11-01,74200.0,74700.0,73500.0,73800.0,60890
2019-11-04,73500.0,75500.0,73500.0,74600.0,112620
2019-11-05,74800.0,75500.0,74200.0,75000.0,110090
2019-11-06,75200.0,76000.0,75100.0,75500.0,144180
2019-11-07,75500.0,76200.0,74300.0,74900.0,78340
2019-11-08,75500.0,75500.0,74100.0,74100.0,36910
2019-11-11,74100.0,74300.0,72500.0,73000.0,134280
2019-11-12,72700.0,73400.0,72100.0,72500.0,118360
2019-11-13,72500.0,73000.0,72300.0,72500.0,31820
2019-11-14,72300.0,72900.0,72200.0,72600.0,42820
2019-11-15,73200.0,73200.0,72500.0,72800.0,10320
2019-11-18,72800.0,73200.0,72300.0,72300.0,58690
2019-11-19,72200.0,73400.0,72200.0,73300.0,32000
2019-11-20,73700.0,73700.0,72900.0,73500.0,21720
2019-11-21,73700.0,73700.0,73100.0,73500.0,68270
2019-11-22,73300.0,73500.0,72300.0,73200.0,78400
