,Quý 1 năm 2019,Quý 2 năm 2019,Quý 3 năm 2019,Quý 4 năm 2019,Quý 1 năm 2020,Quý 2 năm 2020,Quý 3 năm 2020,Quý 4 năm 2020,Quý 1 năm 2021,Quý 2 năm 2021,Quý 3 năm 2021,Quý 4 năm 2021,Quý 1 năm 2022,Quý 2 năm 2022,Quý 3 năm 2022,Quý 4 năm 2022,Quý 1 năm 2023,Quý 2 năm 2023,Quý 3 năm 2023,Quý 4 năm 2023,Quý 1 năm 2024,Quý 2 năm 2024,Quý 3 năm 2024,Quý 4 năm 2024
10. Chi phí quản lý doanh nghiệp,,,,,,,,,,,,,"6,821,508,038","6,574,980,152","4,412,041,239","10,551,778,111","5,287,961,842","7,697,800,957","3,401,507,909","44,183,747,678","3,978,063,535",,"2,914,544,263","3,640,024,362"
11. Lợi nhuận thuần từ hoạt động kinh doanh{30=20+(21-22) + 24 - (25+26)},"1,761,755,079","277,718,123,359","142,949,259,484","640,703,418","48,261,109,424","93,796,528,863","87,571,546,470","228,610,968,840","45,775,762,429","208,044,724,608","211,923,889,116","25,322,077,944","6,338,685,961","25,041,030,146","16,700,769,334","39,294,470,673","796,705,215","38,113,315,866","7,325,886,515","43,549,528,462","6,920,813,335",,"16,674,827,103","29,536,148,556"
12. Thu nhập khác,"4,010,687,714","3,744,435,534","5,723,217,335","6,392,187,662","4,373,427,119","20,922,693,744","12,768,867,254","17,581,131,663","2,577,435,030","15,775,018,769","312,021,087","1,369,230,549","899,857,994","1,068,982,057","228,800,182","209,533,744","36,451,953","73,405,764","54,173,104","18,084,001,079","221,674,040",,"3,013,371,835","992,774,333"
13. Chi phí khác,"295,201,217","203,284,787","309,398,780","1,701,449,259","35,114,528,196","4,716,295,026","4,434,222,305","328,569,329","7,660,709,095","1,743,366,067","447,080,512","11,105,846,048","4,031,493,609","15,003,810,183","14,094,975,589","14,712,287,171","737,470","31,880,385,127","5,307,883,326","25,679,936,187","6,552,141,203",,"17,846,696,524","21,031,583,904"
14. Lợi nhuận khác(40=31-32),"3,715,486,497","3,541,150,747","5,413,818,555","4,690,738,403","-30,741,101,077","16,206,398,718","8,334,644,949","17,252,562,334","-5,083,274,065","14,031,652,702","-135,059,425","-9,736,615,499","-3,131,635,615","-13,934,828,126","-13,866,175,407","-14,502,753,427","35,714,483","-31,806,979,363","-5,253,710,222","-7,595,935,108","-6,330,467,163",,"-14,833,324,689","-20,038,809,571"
15. Tổng lợi nhuận kế toán trước thuế(50=30+40),"5,477,241,576","281,259,274,106","148,363,078,039","5,331,441,821","17,520,008,347","110,002,927,581","95,906,191,419","245,863,531,174","40,692,488,364","222,076,377,310","211,788,829,691","15,585,462,445","3,207,050,346","11,106,202,020","2,834,593,927","24,791,717,246","832,419,698","6,306,336,503","2,072,176,293","35,953,593,354","590,346,172",,"1,841,502,414","9,497,338,985"
16. Chi phí thuế TNDN hiện hành,"943,751,177","53,554,120,496","29,535,911,480","2,063,377,822","12,465,363,208","13,786,678,093","19,103,562,060","63,375,119,127","8,306,810,499","45,271,319,648","39,615,374,167","12,599,223,497","1,663,020,291","10,694,897,573","2,421,456,069","7,914,754,824","699,414,285","5,120,078,789","1,968,732,268","28,701,948,043","541,218,347",,"1,355,137,276","4,212,460,183"
17. Chi phí thuế TNDN hoãn lại,"75,240,000","-225,720,000","-75,240,000","-75,240,000","-75,240,000",,"-50,160,000","769,707,000",,,"110,352,000",,,,"110,352,000","1,238,883,626",,,"-55,176,000","-212,214,227",,,"300,000,000","4,883,372,576"
18. Lợi nhuận sau thuế thu nhập doanh nghiệp(60=50-51-52),"4,458,250,399","227,930,873,610","118,902,406,559","3,343,303,999","5,129,885,139","96,216,249,488","76,852,789,359","181,718,705,047","32,385,677,865","176,805,057,662","172,063,103,524","2,986,238,948","1,544,030,055","411,304,447","302,785,858","15,638,078,796","133,005,413","1,186,257,714","158,620,025","7,463,859,538","49,127,825",,"186,365,138","401,506,226"
19. Lợi nhuận sau thuế công ty mẹ,"4,458,250,399","228,076,609,452","118,912,666,436","3,444,309,851","5,191,907,634","96,278,087,042","76,861,419,895","181,631,879,355","32,390,985,364","177,264,426,165","172,852,362,083","3,087,388,192","1,572,576,367","422,850,034","309,498,649","14,319,215,465","252,325,633","1,356,086,214","386,833,320","-242,190,776","-50,354,733",,"440,146,502","373,316,611"
20. Lợi nhuận sau thuế công ty mẹ không kiểm soát,,"-145,735,842","-10,259,877","-101,005,852","-62,022,495","-61,837,554","-8,630,536","86,825,692","-5,307,499","-459,368,503","-789,258,559","-101,149,244","-28,546,312","-11,545,587","-6,712,791","1,318,863,331","-119,320,220","-169,828,500","-228,213,295","7,706,050,314","99,482,558",,"-253,781,364","28,189,614"
21. Lãi cơ bản trên cổ phiếu(*),43,"2,301","1,200",35,53,929,741,"1,800",397,"2,175","2,121",40,15,04,03,137,02,13,04,74,01,,05,03
22. Lãi suy giảm trên cổ phiếu (*),43,"2,301","1,200",35,53,929,741,"1,800",397,"2,175","2,121",40,,,,,,,,,,,,
