,Quý 1 năm 2019,Quý 2 năm 2019,Quý 3 năm 2019,Quý 4 năm 2019,Quý 1 năm 2020,Quý 2 năm 2020,Quý 3 năm 2020,Quý 4 năm 2020,Quý 1 năm 2021,Quý 2 năm 2021,Quý 3 năm 2021,Quý 4 năm 2021,Quý 1 năm 2022,Quý 2 năm 2022,Quý 3 năm 2022,Quý 4 năm 2022,Quý 1 năm 2023,Quý 2 năm 2023,Quý 3 năm 2023,Quý 4 năm 2023,Quý 1 năm 2024,Quý 2 năm 2024,Quý 3 năm 2024,Quý 4 năm 2024
1. Doanh thu bán hàng và cung cấp dịch vụ,"15,413,964,607","110,200,589,672","145,470,805,982","60,051,752,875","146,337,474,398","281,511,731,736","1,308,651,081,345","2,145,576,238,491","162,192,831,409","390,563,631,594","5,585,219,768","7,165,799,166","75,792,087,944","93,368,410,999","121,009,920,163","176,191,537,908","14,050,702,247","179,702,152,238","16,949,361,281","82,333,490,880","27,700,104,043",,"11,472,496,626","12,710,190,370"
2. Các khoản giảm trừ doanh thu,,,,,,,,"376,592,310,010",,,,,,,,,,,,,,,,
3. Doanh thu thuần về bán hàng và cung cấp dịch vụ (10 = 01 - 02),"15,413,964,607","110,200,589,672","145,470,805,982","60,051,752,875","146,337,474,398","281,511,731,736","1,308,651,081,345","1,768,983,928,481","162,192,831,409","390,563,631,594","5,585,219,768","7,165,799,166","75,792,087,944","93,368,410,999","121,009,920,163","176,191,537,908","14,050,702,247","179,702,152,238","16,949,361,281","82,333,490,880","27,700,104,043",,"11,472,496,626","12,710,190,370"
4. Giá vốn hàng bán,"10,535,061,759","75,922,173,323","109,230,866,848","54,419,519,387","81,116,073,310","138,000,202,119","1,102,951,504,468","1,403,351,759,062","100,384,710,489","247,138,883,110","7,021,417,629","-31,632,241,470","38,752,145,452","45,723,222,710","52,496,354,860","102,140,769,345","9,814,296,871","74,494,677,978","17,402,769,267","71,358,513,657","17,107,484,564",,"8,987,620,688","8,525,379,453"
5. Lợi nhuận gộp về bán hàng và cung cấp dịch vụ(20=10-11),"4,878,902,848","34,278,416,349","36,239,939,134","5,632,233,488","65,221,401,088","143,511,529,617","205,699,576,877","365,632,169,419","61,808,120,920","143,424,748,484","-1,436,197,861","38,798,040,636","37,039,942,492","47,645,188,289","68,513,565,303","74,050,768,563","4,236,405,376","105,207,474,260","-453,407,986","10,974,977,223","10,592,619,479",,"2,484,875,938","4,184,810,917"
6. Doanh thu hoạt động tài chính,"53,800,922","255,056,481,170","122,918,454,767","266,193,423","191,488,526","1,705,661,162","277,180,760","692,254,563","262,985,536","123,047,819,851","270,719,220,356","40,692,578,822","27,691,369,679","40,316,784,760","39,096,929,229","43,045,681,841","41,076,058,757","36,858,254,629","64,827,018,058","210,239,714,842","62,870,518,885",,"81,827,328,069","94,903,102,032"
7. Chi phí tài chính,"81,155,694",,,"196,304","3,017,013,698","39,781,836,115","19,542,035,113","20,961,811,271","2,663,423,499","53,423,623,628","34,370,746,296","38,531,580,621","51,569,299,990","54,340,188,387","86,105,576,122","66,727,746,526","38,761,028,141","95,808,299,734","53,613,063,138","133,098,498,062","62,025,754,530",,"64,499,000,202","65,718,042,293"
- Trong đó: Chi phí lãi vay,"11,155,694",,,"196,304","3,017,013,698",,"1,579,199,539",,"2,663,423,499","4,249,698,271",,"26,864,667,820","33,287,282,998","38,701,847,263","52,321,955,841","47,132,050,503","35,824,534,991","63,133,283,898","53,613,063,138","107,449,259,880","62,025,754,530",,"63,815,726,454","65,512,376,895"
"8. Phần lãi lỗ trong công ty liên doanh, liên kết","-111,171,819","-1,031,424,235","-1,926,281,114","-467,247,247","-397,073,811","-1,217,600,015","-55,185,326,599","-74,071,820,782","-1,682,291,127","-937,404,247","-229,340,167","-232,020,625",,,,,,,,,,,,
9. Chi phí bán hàng,"2,978,621,178","10,585,349,925","14,282,853,303","4,790,279,942","13,737,692,681","10,421,225,786","43,677,849,455","42,679,823,089","11,949,629,401","4,066,815,852","22,759,046,916","15,404,940,268","1,818,182","2,005,774,364","392,107,837","522,455,094","466,768,935","446,312,332","33,152,510","382,917,863","538,506,964",,"223,832,439","193,697,738"
