,Quý 1 năm 2019,Quý 2 năm 2019,Quý 3 năm 2019,Quý 4 năm 2019,Quý 1 năm 2020,Quý 2 năm 2020,Quý 3 năm 2020,Quý 4 năm 2020,Quý 1 năm 2021,Quý 2 năm 2021,Quý 3 năm 2021,Quý 4 năm 2021,Quý 1 năm 2022,Quý 2 năm 2022,Quý 3 năm 2022,Quý 4 năm 2022,Quý 1 năm 2023,Quý 2 năm 2023,Quý 3 năm 2023,Quý 4 năm 2023,Quý 1 năm 2024,Quý 2 năm 2024,Quý 3 năm 2024,Quý 4 năm 2024
1. Doanh thu bán hàng và cung cấp dịch vụ,"401,606,557,461","559,617,040,778","605,614,777,060","553,640,562,591","472,166,914,543","517,544,601,640","521,209,425,449","450,479,334,926","371,630,371,860","664,988,590,706","1,296,741,547,070","1,598,057,236,067","1,020,326,407,678","1,362,574,513,439","711,130,349,913","363,040,203,737","159,598,244,760","162,745,241,467","223,709,194,892","242,719,162,748","58,717,919,215","92,186,699,690","58,911,234,605","31,105,476,967"
2. Các khoản giảm trừ doanh thu,"51,469,891","172,998,943","134,597,796","473,686,935","57,815,626","492,109,194","368,224,716","304,240,165","162,803,847","324,436,601","52,408,160","6,037,520,313","611,600,590","948,049,540","752,085,944","416,593,862","300,395,789","418,815,381","46,097,043","42,538,931","11,517,975",,,"-10,000,000"
3. Doanh thu thuần về bán hàng và cung cấp dịch vụ (10 = 01 - 02),"401,555,087,570","559,444,041,835","605,480,179,264","553,166,875,656","472,109,098,917","517,052,492,446","520,841,200,733","450,175,094,761","371,467,568,013","664,664,154,105","1,296,689,138,910","1,592,019,715,754","1,019,714,807,088","1,361,626,463,899","710,378,263,969","362,623,609,875","159,297,848,971","162,326,426,086","223,663,097,849","242,676,623,817","58,706,401,240","92,186,699,690","58,911,234,605","31,115,476,967"
4. Giá vốn hàng bán,"362,103,695,637","510,944,335,798","555,985,334,779","510,762,535,046","433,668,461,160","476,593,856,754","478,157,675,431","417,472,409,277","339,143,250,433","617,843,398,367","1,229,797,387,586","1,500,720,586,608","939,323,095,650","1,309,209,225,271","663,219,202,221","353,947,595,255","150,477,198,561","154,826,967,401","213,215,160,243","246,141,476,164","61,223,676,226","88,814,302,758","60,177,549,834","31,120,041,398"
5. Lợi nhuận gộp về bán hàng và cung cấp dịch vụ(20=10-11),"39,451,391,933","48,499,706,037","49,494,844,485","42,404,340,610","38,440,637,757","40,458,635,692","42,683,525,302","32,702,685,484","32,324,317,580","46,820,755,738","66,891,751,324","91,299,129,146","80,391,711,438","52,417,238,628","47,159,061,748","8,676,014,620","8,820,650,410","7,499,458,685","10,447,937,606","-3,464,852,347","-2,517,274,986","3,372,396,932","-1,266,315,229","-4,564,431"
6. Doanh thu hoạt động tài chính,"440,115,364","4,862,209,381","1,425,831,717","5,058,959,868","1,860,935,314","5,735,402,106","2,490,077,333","5,984,730,962","1,514,920,529","1,793,104,896","4,124,379,821","39,725,556,553","29,237,036,488","42,404,279,061","6,139,277,942","6,223,193,343","9,753,394,302","26,078,747,990","1,114,656,083","696,434,720","156,408,928","6,467,186,080","87,484,009","1,139,672,449"
7. Chi phí tài chính,"1,049,305,897","4,652,269,251","2,747,277,087","4,258,028,857","3,901,802,697","6,084,713,334","4,123,186,776","3,890,777,078","2,165,800,111","5,259,150,850","5,782,288,573","14,097,247,976","23,429,383,467","49,760,185,064","20,421,180,075","50,505,087,692","12,223,903,597","45,195,810,766","10,117,342,597","52,981,408,645","6,413,494,060","53,433,818,017","5,816,414,805","40,959,889,478"
- Trong đó: Chi phí lãi vay,"1,065,050,058","3,216,318,317","2,590,709,182","3,732,810,227","3,499,649,820","4,933,969,156","3,537,707,746","3,432,313,567","1,951,367,053","5,188,887,805","4,921,357,074","8,938,113,616","12,776,875,950","12,972,816,655","16,345,933,643","27,270,361,032","11,571,787,564","44,296,228,712","10,017,776,469","45,060,884,684","5,739,864,780","40,994,076,767","5,812,348,118","40,112,572,426"
"8. Phần lãi lỗ trong công ty liên doanh, liên kết",,,,"2,969,195,104",,"1,518,466,745","909,487,170","1,259,394,256",,"664,000,000",,"-664,000,000",,"3,103,881,259","924,519,033","5,695,857,525",,"-1,243,511,305","323,370,177","2,950,531,847",,"1,902,431,766",,"-21,195,361,775"
9. Chi phí bán hàng,"27,261,797,934","32,893,265,285","32,303,314,832","31,463,165,568","28,519,379,906","28,984,051,267","31,434,786,663","25,081,873,274","22,651,078,524","24,062,568,276","53,528,057,533","79,011,744,023","65,738,539,432","53,476,778,520","65,189,137,150","24,457,193,003","15,948,311,678","10,484,976,632","8,829,548,381","11,205,439,462","1,993,576,733","1,925,853,367","1,697,182,959","1,335,356,594"
