,Quý 1 năm 2019,Quý 2 năm 2019,Quý 3 năm 2019,Quý 4 năm 2019,Quý 1 năm 2020,Quý 2 năm 2020,Quý 3 năm 2020,Quý 4 năm 2020,Quý 1 năm 2021,Quý 2 năm 2021,Quý 3 năm 2021,Quý 4 năm 2021,Quý 1 năm 2022,Quý 2 năm 2022,Quý 3 năm 2022,Quý 4 năm 2022,Quý 1 năm 2023,Quý 2 năm 2023,Quý 3 năm 2023,Quý 4 năm 2023,Quý 1 năm 2024,Quý 2 năm 2024,Quý 3 năm 2024,Quý 4 năm 2024
10. Chi phí quản lý doanh nghiệp,"58,067,558,565","150,447,955,746","115,424,136,679","59,425,256,423","75,261,051,613","100,017,158,092","108,254,981,262","195,744,260,085","147,834,330,480","169,600,791,571","155,922,541,683","188,790,467,578","137,017,171,560","143,116,506,728","164,430,209,191","205,911,783,903","139,433,917,536","179,438,883,355","182,585,467,116","273,703,090,164","186,172,700,973","197,834,779,980","-167,374,813,882",
11. Lợi nhuận thuần từ hoạt động kinh doanh{30=20+(21-22) + 24 - (25+26)},"41,250,647,119","46,809,550,197","105,802,554,378","276,236,282,582","137,544,059,364","164,524,958,067","204,640,133,019","255,480,708,164","257,157,394,775","473,671,351,739","239,482,904,354","159,894,234,656","286,184,469,027","163,927,328,610","130,944,386,636","139,763,368,130","255,095,091,364","221,648,375,891","188,233,162,637","225,159,790,619","279,356,015,224","302,393,924,980","239,619,774,056",
12. Thu nhập khác,"6,606,465,135","26,593,002,493","8,294,063,255","8,983,771,910","13,014,764,102","21,414,022,008","26,109,769,992","19,911,933,244","15,469,225,473","10,667,379,658","9,135,714,930","64,084,067,549","24,003,069,416","23,936,172,307","29,409,054,921","39,392,151,171","15,613,573,157","21,899,213,267","36,272,115,048","26,322,306,396","12,582,203,878","18,634,279,943","10,486,719,352",
13. Chi phí khác,"3,575,479,145","21,525,475,841","2,566,452,823","10,108,546,188","16,507,099,278","14,972,059,429","15,580,941,082","25,366,665,738","10,144,486,828","173,477,534,490","27,135,915,748","23,542,277,059","27,909,495,801","37,844,485,123","7,922,526,423","55,214,644,597","17,888,415,940","18,467,375,401","23,503,151,873","27,881,046,373","27,044,397,797","57,142,463,928","-19,251,806,855",
14. Lợi nhuận khác(40=31-32),"3,030,985,990","5,067,526,652","5,727,610,432","-1,124,774,278","-3,492,335,176","6,441,962,579","10,528,828,910","-5,454,732,494","5,324,738,645","-162,810,154,832","-18,000,200,818","40,541,790,490","-3,906,426,385","-13,908,312,816","21,486,528,498","-15,822,493,426","-2,274,842,783","3,431,837,866","12,768,963,175","-1,558,739,977","-14,462,193,919","-38,508,183,985","-8,765,087,503",
15. Tổng lợi nhuận kế toán trước thuế(50=30+40),"44,281,633,109","51,877,076,849","111,530,164,810","275,111,508,304","134,051,724,188","170,966,920,646","215,168,961,929","250,025,975,670","262,482,133,420","310,861,196,907","221,482,703,536","200,436,025,146","282,278,042,642","150,019,015,794","152,430,915,134","123,940,874,704","252,820,248,581","225,080,213,757","201,002,125,812","223,601,050,642","264,893,821,305","263,885,740,995","230,854,686,553",
16. Chi phí thuế TNDN hiện hành,"12,565,047,380","44,882,449,372","16,320,908,582","56,398,858,935","31,223,315,177","28,789,402,253","37,321,655,942","62,845,552,770","67,754,881,112","78,309,623,549","27,011,142,064","34,471,162,058","23,608,997,108","31,236,773,002","4,030,682,662","48,529,843,062","32,453,839,323","49,690,447,842","31,156,256,091","21,509,628,221","30,940,077,995","25,267,021,864","-29,386,114,635",
17. Chi phí thuế TNDN hoãn lại,"-3,864,467,281","-2,228,032,516","-664,384,006","-5,901,657,194","-1,015,269,722","2,630,988,157","-14,493,750,632","-8,178,861,315","-131,327,287","-8,715,453,802","-12,285,227,286","-4,339,648,854","-3,046,817,619","-3,363,400,645","-4,487,342,623","-1,532,378,081","3,501,859,801","6,437,065,686","-17,729,933,454","-11,616,077,394","6,118,627,255","7,714,537,673","13,361,329,476",
18. Lợi nhuận sau thuế thu nhập doanh nghiệp(60=50-51-52),"35,581,053,010","9,222,659,993","95,873,640,234","224,614,306,563","103,843,678,733","139,546,530,236","192,341,056,619","195,359,284,215","194,858,579,595","241,267,027,160","206,756,788,758","170,304,511,942","261,715,863,153","122,145,643,437","152,887,575,095","76,943,409,723","216,864,549,457","168,952,700,229","187,575,803,175","213,707,499,815","227,835,116,055","230,904,181,458","214,829,901,394",
19. Lợi nhuận sau thuế công ty mẹ,"37,812,489,877","12,191,195,514","73,489,314,605","240,458,609,373","98,662,828,320","138,207,844,779","192,008,908,513","197,124,598,085","195,117,749,550","214,818,775,764","205,187,896,328","167,425,817,334","225,868,733,478","103,547,854,050","149,389,092,836","74,675,388,819","194,787,957,703","142,502,183,950","204,351,792,330","180,305,334,080","217,204,989,499","211,595,007,604","216,674,232,046",
20. Lợi nhuận sau thuế công ty mẹ không kiểm soát,"-2,231,436,867","-2,968,535,521","22,384,325,629","-15,844,302,810","5,180,850,413","1,338,685,457","332,148,106","-1,765,313,870","-259,169,955","26,448,251,396","1,568,892,430","2,878,694,608","35,847,129,675","18,597,789,387","3,498,482,259","2,268,020,904","22,076,591,754","26,450,516,279","-16,775,989,155","33,402,165,735","10,630,126,556","19,309,173,854","-1,844,330,652",
21. Lãi cơ bản trên cổ phiếu(*),67,"3,821",328,383,150,445,306,312,265,306,314,458,327,81,212,76,245,147,230,200,246,239,271,
22. Lãi suy giảm trên cổ phiếu (*),67,"3,741",319,372,134,405,280,271,258,298,276,445,327,81,183,76,245,147,230,200,246,239,271,
