,Quý 1 năm 2019,Quý 2 năm 2019,Quý 3 năm 2019,Quý 4 năm 2019,Quý 1 năm 2020,Quý 2 năm 2020,Quý 3 năm 2020,Quý 4 năm 2020,Quý 1 năm 2021,Quý 2 năm 2021,Quý 3 năm 2021,Quý 4 năm 2021,Quý 1 năm 2022,Quý 2 năm 2022,Quý 3 năm 2022,Quý 4 năm 2022,Quý 1 năm 2023,Quý 2 năm 2023,Quý 3 năm 2023,Quý 4 năm 2023,Quý 1 năm 2024,Quý 2 năm 2024,Quý 3 năm 2024,Quý 4 năm 2024
1. Doanh thu bán hàng và cung cấp dịch vụ,"3,183,954,849,526","3,087,393,289,106","2,980,904,735,797","3,754,334,451,939","3,659,949,863,305","3,855,283,050,904","3,188,755,486,959","4,156,909,796,732","4,318,953,453,501","5,004,339,787,107","3,534,409,387,112","5,515,771,828,574","5,323,977,654,436","6,981,132,221,733","5,721,411,106,007","6,849,286,967,000","6,375,572,129,283","7,027,770,176,367","6,171,519,158,517","9,502,228,615,210","6,832,179,509,327","7,552,187,295,690","7,303,758,191,034",
2. Các khoản giảm trừ doanh thu,"3,269,471,703","6,698,039,328","6,154,203,721","26,425,453,969","3,619,878,314","4,446,581,882","7,407,756,196","4,410,238,960","7,014,162,877","14,146,071,723","18,478,400,249","7,844,994,817","15,021,553,496","9,382,376,585","11,222,874,518","48,830,272,724","9,073,623,232","7,725,640,059","12,323,224,317","11,773,557,440","10,470,016,329","13,704,797,984","-14,475,999,307",
3. Doanh thu thuần về bán hàng và cung cấp dịch vụ (10 = 01 - 02),"3,180,685,377,823","3,080,695,249,778","2,974,750,532,076","3,727,908,997,970","3,656,329,984,991","3,850,836,469,022","3,181,347,730,763","4,152,499,557,772","4,311,939,290,624","4,990,193,715,384","3,515,930,986,863","5,507,926,833,757","5,308,956,100,940","6,971,749,845,148","5,710,188,231,489","6,800,456,694,276","6,366,498,506,051","7,020,044,536,308","6,159,195,934,200","9,490,455,057,770","6,821,709,492,998","7,538,482,497,706","7,289,282,191,727",
4. Giá vốn hàng bán,"3,016,975,609,203","2,894,193,984,709","2,450,582,038,374","3,215,512,075,606","3,191,728,220,784","3,356,045,416,760","2,679,656,632,211","3,471,952,818,863","3,814,494,247,527","4,325,875,738,946","2,904,429,079,711","4,987,428,164,022","4,643,120,547,826","6,384,728,596,652","5,050,860,234,477","5,999,486,028,854","5,669,628,475,579","6,275,213,709,359","5,373,779,155,598","8,584,241,612,719","5,980,831,365,207","6,708,248,935,801","-6,547,766,505,718",
5. Lợi nhuận gộp về bán hàng và cung cấp dịch vụ(20=10-11),"163,709,768,620","186,501,265,069","524,168,493,702","512,396,922,364","464,601,764,207","494,791,052,262","501,691,098,552","680,546,738,909","497,445,043,097","664,317,976,438","611,501,907,152","520,498,669,735","665,835,553,114","587,021,248,496","659,327,997,012","800,970,665,422","696,870,030,472","744,830,826,949","785,416,778,602","906,213,445,051","840,878,127,791","830,233,561,905","741,515,686,009",
6. Doanh thu hoạt động tài chính,"225,404,503,567","354,963,434,614","65,032,563,112","95,227,749,892","72,543,703,039","143,240,777,231","96,306,101,421","208,921,127,970","346,189,209,399","336,641,175,005","168,337,960,257","274,821,377,564","259,522,954,917","297,152,834,678","304,855,395,028","284,755,127,085","413,200,027,709","438,340,801,372","300,855,996,493","279,608,486,272","319,345,635,744","344,306,408,245","265,783,972,048",
7. Chi phí tài chính,"216,969,247,204","218,430,031,137","227,217,197,459","174,083,014,355","211,359,827,235","225,270,244,901","179,082,596,808","301,660,068,898","302,335,199,484","171,235,844,568","236,583,932,978","298,340,289,167","339,527,024,941","414,029,947,508","502,482,007,295","563,004,144,152","538,284,649,991","599,704,397,199","499,295,146,098","516,866,696,204","531,567,571,517","434,329,164,374","-392,684,723,195",
- Trong đó: Chi phí lãi vay,"144,290,292,962","184,098,878,453","140,922,218,940","166,411,380,380","134,091,043,203","168,704,897,086","162,113,093,250","198,135,398,566","192,434,801,903","176,591,997,070","183,208,186,179","217,831,600,440","232,153,592,020","308,626,110,413","358,958,808,114","484,055,703,503","444,204,003,205","440,059,243,486","416,530,573,284","409,839,133,413","388,755,713,911","366,085,288,850","-357,037,806,691",
"8. Phần lãi lỗ trong công ty liên doanh, liên kết",,"-6,213,192,882","4,608,285,095","21,030,787,710","-5,943,321,532","18,862,302,382","4,431,645,091","-1,298,555,342","8,236,925,883","-138,437,719","5,971,064,351","19,307,129,029","-3,998,769,491","7,130,619,968","-11,189,992,455","-14,958,791,375","-24,803,846,716","38,120,205,334","-10,668,614,461","-5,756,394,661","1,180,294,634","-49,919,258,378","-27,037,653,304",
9. Chi phí bán hàng,"72,826,819,299","119,563,969,721","145,365,453,393","118,910,906,606","107,037,207,502","167,081,770,815","110,451,133,975","135,284,274,390","144,544,253,640","186,312,725,846","153,821,552,745","167,602,184,927","158,631,073,012","170,230,920,296","155,136,796,463","162,087,704,947","152,452,552,574","220,500,177,210","205,490,384,783","164,335,959,675","164,307,770,455","190,062,842,438","-180,582,693,620",
