Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,Capital Gains
2019-01-02 00:00:00-05:00,38000.0,38318.19921875,37409.1015625,37454.5,505032,0.0,0.0,0.0
2019-01-03 00:00:00-05:00,37681.80078125,37681.80078125,37000.0,37090.8984375,788260,0.0,0.0,0.0
2019-01-04 00:00:00-05:00,36909.1015625,37681.80078125,36818.19921875,37363.6015625,350427,0.0,0.0,0.0
2019-01-07 00:00:00-05:00,38000.0,38272.69921875,37818.19921875,38000.0,449317,0.0,0.0,0.0
2019-01-08 00:00:00-05:00,38000.0,38181.80078125,37909.1015625,38181.80078125,325226,0.0,0.0,0.0
2019-01-09 00:00:00-05:00,38272.69921875,38727.30078125,38090.8984375,38545.5,339944,0.0,0.0,0.0
2019-01-10 00:00:00-05:00,38545.5,38681.80078125,38318.19921875,38318.19921875,228063,0.0,0.0,0.0
2019-01-11 00:00:00-05:00,38545.5,38681.80078125,38227.30078125,38363.6015625,655699,0.0,0.0,0.0
2019-01-14 00:00:00-05:00,38454.5,38727.30078125,38181.80078125,38636.3984375,438240,0.0,0.0,0.0
2019-01-15 00:00:00-05:00,38454.5,38909.1015625,38454.5,38909.1015625,373428,0.0,0.0,0.0
2019-01-16 00:00:00-05:00,39090.8984375,39090.8984375,38681.80078125,38681.80078125,205249,0.0,0.0,0.0
2019-01-17 00:00:00-05:00,38636.3984375,38863.6015625,38181.80078125,38181.80078125,417747,0.0,0.0,0.0
2019-01-18 00:00:00-05:00,38272.69921875,38636.3984375,38181.80078125,38181.80078125,249865,0.0,0.0,0.0
2019-01-22 00:00:00-05:00,38636.3984375,38863.6015625,38500.0,38500.0,155628,0.0,0.0,0.0
2019-01-23 00:00:00-05:00,38454.5,38545.5,38318.19921875,38500.0,212806,0.0,0.0,0.0
2019-01-24 00:00:00-05:00,38545.5,38727.30078125,38500.0,38590.8984375,257917,0.0,0.0,0.0
2019-01-25 00:00:00-05:00,38545.5,38727.30078125,38454.5,38545.5,234817,0.0,0.0,0.0
2019-01-28 00:00:00-05:00,38636.3984375,38636.3984375,38272.69921875,38272.69921875,237963,0.0,0.0,0.0
2019-01-29 00:00:00-05:00,38545.5,38636.3984375,38181.80078125,38636.3984375,473638,0.0,0.0,0.0
2019-01-30 00:00:00-05:00,38636.3984375,39454.5,38545.5,39272.69921875,758186,0.0,0.0,0.0
2019-01-31 00:00:00-05:00,39363.6015625,39454.5,39000.0,39272.69921875,568986,0.0,0.0,0.0
2019-02-01 00:00:00-05:00,39272.69921875,39272.69921875,37727.30078125,38727.30078125,659879,0.0,0.0,0.0
2019-02-04 00:00:00-05:00,38727.30078125,38727.30078125,38727.30078125,38727.30078125,0,0.0,0.0,0.0
2019-02-05 00:00:00-05:00,38727.30078125,38727.30078125,38727.30078125,38727.30078125,0,0.0,0.0,0.0
2019-02-06 00:00:00-05:00,38727.30078125,38727.30078125,38727.30078125,38727.30078125,0,0.0,0.0,0.0
2019-02-07 00:00:00-05:00,38727.30078125,38727.30078125,38727.30078125,38727.30078125,0,0.0,0.0,0.0
2019-02-08 00:00:00-05:00,38727.30078125,38727.30078125,38727.30078125,38727.30078125,0,0.0,0.0,0.0
2019-02-11 00:00:00-05:00,39090.8984375,40272.69921875,38818.19921875,40136.3984375,1100473,0.0,0.0,0.0
2019-02-12 00:00:00-05:00,40000.0,40545.5,39909.1015625,39909.1015625,771727,0.0,0.0,0.0
2019-02-13 00:00:00-05:00,40000.0,40909.1015625,40000.0,40500.0,1237907,0.0,0.0,0.0
2019-02-14 00:00:00-05:00,40590.8984375,40818.19921875,40227.30078125,40227.30078125,678678,0.0,0.0,0.0
2019-02-15 00:00:00-05:00,40227.30078125,40409.1015625,40000.0,40181.80078125,711953,0.0,0.0,0.0
2019-02-19 00:00:00-05:00,40636.3984375,41045.5,40272.69921875,40363.6015625,1617968,0.0,0.0,0.0
2019-02-20 00:00:00-05:00,40272.69921875,40954.5,40272.69921875,40772.69921875,549373,0.0,0.0,0.0
2019-02-21 00:00:00-05:00,40636.3984375,40818.19921875,40272.69921875,40727.30078125,824945,0.0,0.0,0.0
2019-02-22 00:00:00-05:00,40727.30078125,41272.69921875,40363.6015625,41090.8984375,1368092,0.0,0.0,0.0
2019-02-25 00:00:00-05:00,41409.1015625,42000.0,41318.19921875,41363.6015625,1126026,0.0,0.0,0.0
2019-02-26 00:00:00-05:00,41454.5,41454.5,40909.1015625,41090.8984375,729542,0.0,0.0,0.0
2019-02-27 00:00:00-05:00,41090.8984375,41318.19921875,40818.19921875,41000.0,534215,0.0,0.0,0.0
2019-02-28 00:00:00-05:00,41000.0,41000.0,40181.80078125,40181.80078125,1509409,0.0,0.0,0.0
2019-03-01 00:00:00-05:00,40500.0,40545.5,40136.3984375,40545.5,649858,0.0,0.0,0.0
2019-03-04 00:00:00-05:00,40545.5,41090.8984375,40545.5,40909.1015625,887447,0.0,0.0,0.0
2019-03-05 00:00:00-05:00,40909.1015625,41090.8984375,40727.30078125,40818.19921875,906730,0.0,0.0,0.0
2019-03-06 00:00:00-05:00,40863.6015625,41000.0,40409.1015625,40545.5,764753,0.0,0.0,0.0
2019-03-07 00:00:00-05:00,40545.5,40909.1015625,40545.5,40681.80078125,411774,0.0,0.0,0.0
2019-03-08 00:00:00-05:00,40681.80078125,40681.80078125,40681.80078125,40681.80078125,0,0.0,0.0,0.0
2019-03-11 00:00:00-04:00,40590.8984375,40772.69921875,40409.1015625,40454.5,400972,0.0,0.0,0.0
2019-03-12 00:00:00-04:00,40681.80078125,42272.69921875,40681.80078125,42272.69921875,2123957,0.0,0.0,0.0
2019-03-13 00:00:00-04:00,42272.69921875,42454.5,42000.0,42000.0,1102079,0.0,0.0,0.0
2019-03-14 00:00:00-04:00,42000.0,42272.69921875,41818.19921875,42045.5,586828,0.0,0.0,0.0
2019-03-15 00:00:00-04:00,42045.5,42090.8984375,41590.8984375,41818.19921875,1146024,0.0,0.0,0.0
2019-03-18 00:00:00-04:00,42090.8984375,42227.30078125,41772.69921875,42000.0,1093488,0.0,0.0,0.0
2019-03-19 00:00:00-04:00,42000.0,42090.8984375,41545.5,41545.5,1006192,0.0,0.0,0.0
2019-03-20 00:00:00-04:00,41454.5,41727.30078125,41136.3984375,41318.19921875,876997,0.0,0.0,0.0
2019-03-21 00:00:00-04:00,41636.3984375,41636.3984375,41000.0,41000.0,908314,0.0,0.0,0.0
2019-03-22 00:00:00-04:00,41000.0,41272.69921875,40954.5,40954.5,756459,0.0,0.0,0.0
2019-03-25 00:00:00-04:00,40181.80078125,40909.1015625,40181.80078125,40363.6015625,696872,0.0,0.0,0.0
2019-03-26 00:00:00-04:00,40909.1015625,40909.1015625,40454.5,40681.80078125,424732,0.0,0.0,0.0
2019-03-27 00:00:00-04:00,40727.30078125,41000.0,40727.30078125,40909.1015625,647944,0.0,0.0,0.0
2019-03-28 00:00:00-04:00,40681.80078125,41227.30078125,40681.80078125,41045.5,398596,0.0,0.0,0.0
2019-03-29 00:00:00-04:00,41454.5,41454.5,41181.80078125,41363.6015625,491425,0.0,0.0,0.0
2019-04-01 00:00:00-04:00,41727.30078125,41727.30078125,41363.6015625,41636.3984375,360250,0.0,0.0,0.0
2019-04-02 00:00:00-04:00,41636.3984375,42454.5,41636.3984375,41818.19921875,1489928,0.0,0.0,0.0
2019-04-03 00:00:00-04:00,42181.80078125,42909.1015625,41818.19921875,42909.1015625,1137510,0.0,0.0,0.0
2019-04-04 00:00:00-04:00,43181.80078125,43818.19921875,42954.5,43454.5,1887743,0.0,0.0,0.0
2019-04-05 00:00:00-04:00,43454.5,43545.5,43136.3984375,43454.5,676720,0.0,0.0,0.0
2019-04-08 00:00:00-04:00,43318.19921875,43636.3984375,43136.3984375,43454.5,497926,0.0,0.0,0.0
2019-04-09 00:00:00-04:00,43454.5,44090.8984375,43000.0,43000.0,1112848,0.0,0.0,0.0
2019-04-10 00:00:00-04:00,42727.30078125,43000.0,42500.0,42636.3984375,804210,0.0,0.0,0.0
2019-04-11 00:00:00-04:00,42636.3984375,43181.80078125,42590.8984375,42727.30078125,395901,0.0,0.0,0.0
2019-04-12 00:00:00-04:00,42590.8984375,44000.0,42590.8984375,43818.19921875,962599,0.0,0.0,0.0
2019-04-15 00:00:00-04:00,43818.19921875,43818.19921875,43818.19921875,43818.19921875,0,0.0,0.0,0.0
