Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2019-03-21 00:00:00-04:00,5550.0,5570.0,5200.0,5200.0,5431970,0.0,0.0
2019-03-22 00:00:00-04:00,5250.0,5310.0,5210.0,5250.0,2769800,0.0,0.0
2019-03-25 00:00:00-04:00,5440.0,5610.0,5370.0,5610.0,3849470,0.0,0.0
2019-03-26 00:00:00-04:00,6000.0,6000.0,5800.0,5870.0,14566060,0.0,0.0
2019-03-27 00:00:00-04:00,5870.0,5880.0,5610.0,5610.0,4924160,0.0,0.0
2019-03-28 00:00:00-04:00,5530.0,5730.0,5400.0,5560.0,4139770,0.0,0.0
2019-03-29 00:00:00-04:00,5530.0,5600.0,5480.0,5560.0,3445680,0.0,0.0
2019-04-01 00:00:00-04:00,5590.0,5600.0,5440.0,5460.0,3446400,0.0,0.0
2019-04-02 00:00:00-04:00,5500.0,5530.0,5440.0,5440.0,2646510,0.0,0.0
2019-04-03 00:00:00-04:00,5400.0,5450.0,5340.0,5390.0,1950240,0.0,0.0
2019-04-04 00:00:00-04:00,5400.0,5490.0,5390.0,5420.0,1830370,0.0,0.0
2019-04-05 00:00:00-04:00,5420.0,5500.0,5410.0,5420.0,1228010,0.0,0.0
2019-04-08 00:00:00-04:00,5420.0,5570.0,5400.0,5520.0,4276600,0.0,0.0
2019-04-09 00:00:00-04:00,5520.0,5540.0,5390.0,5410.0,2223730,0.0,0.0
2019-04-10 00:00:00-04:00,5360.0,5400.0,5240.0,5240.0,4372280,0.0,0.0
2019-04-11 00:00:00-04:00,5230.0,5300.0,5220.0,5220.0,2205910,0.0,0.0
2019-04-12 00:00:00-04:00,5230.0,5290.0,5220.0,5270.0,2194880,0.0,0.0
2019-04-15 00:00:00-04:00,5270.0,5270.0,5270.0,5270.0,0,0.0,0.0
2019-04-16 00:00:00-04:00,5220.0,5430.0,5120.0,5290.0,4126080,0.0,0.0
2019-04-17 00:00:00-04:00,5450.0,5600.0,5360.0,5380.0,4881710,0.0,0.0
2019-04-18 00:00:00-04:00,5380.0,5380.0,5240.0,5300.0,2384850,0.0,0.0
2019-04-22 00:00:00-04:00,5250.0,5360.0,5230.0,5310.0,2766280,0.0,0.0
2019-04-23 00:00:00-04:00,5310.0,5380.0,5300.0,5300.0,1803230,0.0,0.0
2019-04-24 00:00:00-04:00,5300.0,5420.0,5300.0,5390.0,4282330,0.0,0.0
2019-04-25 00:00:00-04:00,5440.0,5640.0,5440.0,5550.0,10205530,0.0,0.0
2019-04-26 00:00:00-04:00,5470.0,5560.0,5420.0,5470.0,3487550,0.0,0.0
2019-04-29 00:00:00-04:00,5470.0,5470.0,5470.0,5470.0,0,0.0,0.0
2019-04-30 00:00:00-04:00,5470.0,5470.0,5470.0,5470.0,0,0.0,0.0
2019-05-01 00:00:00-04:00,5470.0,5470.0,5470.0,5470.0,0,0.0,0.0
2019-05-02 00:00:00-04:00,5480.0,5490.0,5340.0,5370.0,2174890,0.0,0.0
2019-05-03 00:00:00-04:00,5330.0,5360.0,5270.0,5280.0,2780070,0.0,0.0
2019-05-06 00:00:00-04:00,5250.0,5250.0,5140.0,5170.0,3879280,0.0,0.0
2019-05-07 00:00:00-04:00,5200.0,5230.0,5160.0,5180.0,1319730,0.0,0.0
2019-05-08 00:00:00-04:00,5160.0,5180.0,5110.0,5110.0,1639660,0.0,0.0
2019-05-09 00:00:00-04:00,5120.0,5160.0,5060.0,5060.0,1400020,0.0,0.0
2019-05-10 00:00:00-04:00,5090.0,5180.0,5040.0,5090.0,1414400,0.0,0.0
2019-05-13 00:00:00-04:00,5060.0,5190.0,5060.0,5100.0,1622690,0.0,0.0
2019-05-14 00:00:00-04:00,5090.0,5150.0,5090.0,5090.0,1344530,0.0,0.0
2019-05-15 00:00:00-04:00,5100.0,5160.0,5090.0,5140.0,1411310,0.0,0.0
2019-05-16 00:00:00-04:00,5160.0,5350.0,5160.0,5300.0,3233620,0.0,0.0
2019-05-17 00:00:00-04:00,5320.0,5340.0,5200.0,5200.0,1462730,0.0,0.0
2019-05-20 00:00:00-04:00,5200.0,5200.0,5130.0,5160.0,2992010,0.0,0.0
2019-05-21 00:00:00-04:00,5180.0,5190.0,5150.0,5150.0,1786210,0.0,0.0
2019-05-22 00:00:00-04:00,5160.0,5230.0,5150.0,5160.0,3276530,0.0,0.0
2019-05-23 00:00:00-04:00,5200.0,5240.0,5160.0,5160.0,1141140,0.0,0.0
2019-05-24 00:00:00-04:00,5170.0,5190.0,5150.0,5160.0,2534630,0.0,0.0
2019-05-28 00:00:00-04:00,5190.0,5210.0,5150.0,5160.0,1303140,0.0,0.0
2019-05-29 00:00:00-04:00,5150.0,5170.0,5110.0,5120.0,1423870,0.0,0.0
2019-05-30 00:00:00-04:00,5130.0,5160.0,5100.0,5100.0,1546340,0.0,0.0
2019-05-31 00:00:00-04:00,5100.0,5100.0,5050.0,5070.0,1782000,0.0,0.0
2019-06-03 00:00:00-04:00,5070.0,5070.0,5000.0,5020.0,2848130,0.0,0.0
2019-06-04 00:00:00-04:00,5050.0,5050.0,4900.0,4900.0,1965490,0.0,0.0
2019-06-05 00:00:00-04:00,4950.0,4980.0,4900.0,4940.0,1262100,0.0,0.0
2019-06-06 00:00:00-04:00,4940.0,4980.0,4910.0,4910.0,825670,0.0,0.0
2019-06-07 00:00:00-04:00,4940.0,4980.0,4920.0,4980.0,932880,0.0,0.0
2019-06-10 00:00:00-04:00,4990.0,5060.0,4980.0,5010.0,708290,0.0,0.0
2019-06-11 00:00:00-04:00,5030.0,5080.0,4990.0,4990.0,1116780,0.0,0.0
2019-06-12 00:00:00-04:00,5020.0,5020.0,4940.0,4950.0,1064850,0.0,0.0
2019-06-13 00:00:00-04:00,4950.0,5040.0,4920.0,4970.0,1346830,0.0,0.0
2019-06-14 00:00:00-04:00,5000.0,5010.0,4950.0,4970.0,599980,0.0,0.0
2019-06-17 00:00:00-04:00,4970.0,5000.0,4930.0,5000.0,1727650,0.0,0.0
2019-06-18 00:00:00-04:00,5000.0,5010.0,4950.0,4970.0,658680,0.0,0.0
2019-06-19 00:00:00-04:00,4990.0,5250.0,4990.0,5150.0,5740560,0.0,0.0
2019-06-20 00:00:00-04:00,5150.0,5210.0,5130.0,5130.0,1926220,0.0,0.0
2019-06-21 00:00:00-04:00,5140.0,5140.0,5060.0,5090.0,1351710,0.0,0.0
2019-06-24 00:00:00-04:00,5070.0,5210.0,5070.0,5110.0,2328450,0.0,0.0
2019-06-25 00:00:00-04:00,5150.0,5360.0,5140.0,5290.0,6856700,0.0,0.0
2019-06-26 00:00:00-04:00,5290.0,5360.0,5280.0,5300.0,5131610,0.0,0.0
2019-06-27 00:00:00-04:00,5310.0,5330.0,5210.0,5240.0,3381680,0.0,0.0
2019-06-28 00:00:00-04:00,5240.0,5390.0,5160.0,5350.0,3749090,0.0,0.0
2019-07-01 00:00:00-04:00,5420.0,5450.0,5320.0,5320.0,3585990,0.0,0.0
2019-07-02 00:00:00-04:00,5310.0,5350.0,5300.0,5330.0,1537800,0.0,0.0
2019-07-03 00:00:00-04:00,5320.0,5440.0,5310.0,5420.0,4891200,0.0,0.0
2019-07-05 00:00:00-04:00,5500.0,5500.0,5430.0,5430.0,2082490,0.0,0.0
2019-07-08 00:00:00-04:00,5410.0,5580.0,5400.0,5490.0,6548890,0.0,0.0
2019-07-09 00:00:00-04:00,5550.0,5680.0,5500.0,5610.0,7953600,0.0,0.0
2019-07-10 00:00:00-04:00,5600.0,5670.0,5530.0,5620.0,3303790,0.0,0.0
2019-07-11 00:00:00-04:00,5570.0,5750.0,5570.0,5700.0,5098720,0.0,0.0
2019-07-12 00:00:00-04:00,5700.0,5720.0,5600.0,5600.0,3469570,0.0,0.0
2019-07-15 00:00:00-04:00,5600.0,5610.0,5400.0,5400.0,6157000,0.0,0.0
2019-07-16 00:00:00-04:00,5410.0,5490.0,5300.0,5310.0,5758480,0.0,0.0
2019-07-17 00:00:00-04:00,5310.0,5380.0,5310.0,5350.0,1630460,0.0,0.0
2019-07-18 00:00:00-04:00,5340.0,5420.0,5330.0,5380.0,1713600,0.0,0.0
2019-07-19 00:00:00-04:00,5380.0,5400.0,5220.0,5280.0,3007800,0.0,0.0
2019-07-22 00:00:00-04:00,5260.0,5340.0,5170.0,5300.0,3061780,0.0,0.0
2019-07-23 00:00:00-04:00,5300.0,5350.0,5260.0,5260.0,1619930,0.0,0.0
2019-07-24 00:00:00-04:00,5270.0,5310.0,5190.0,5240.0,1885710,0.0,0.0
2019-07-25 00:00:00-04:00,5240.0,5240.0,5240.0,5240.0,0,0.0,0.0
2019-07-26 00:00:00-04:00,5240.0,5240.0,5240.0,5240.0,0,0.0,0.0
2019-07-29 00:00:00-04:00,5240.0,5240.0,5240.0,5240.0,0,0.0,0.0
2019-07-30 00:00:00-04:00,5240.0,5240.0,5240.0,5240.0,0,0.0,0.0
2019-07-31 00:00:00-04:00,5060.0,5170.0,5060.0,5080.0,3574410,0.0,0.0
2019-08-01 00:00:00-04:00,5110.0,5110.0,4950.0,4950.0,4212260,0.0,0.0
2019-08-02 00:00:00-04:00,4900.0,4910.0,4800.0,4820.0,4556640,0.0,0.0
2019-08-05 00:00:00-04:00,4770.0,5070.0,4660.0,5050.0,5303490,0.0,0.0
2019-08-06 00:00:00-04:00,5050.0,5050.0,5050.0,5050.0,0,0.0,0.0
2019-08-07 00:00:00-04:00,5070.0,5070.0,4980.0,5000.0,1343330,0.0,0.0
2019-08-08 00:00:00-04:00,4960.0,5050.0,4960.0,5010.0,1484750,0.0,0.0
2019-08-09 00:00:00-04:00,5050.0,5060.0,5010.0,5050.0,1860300,0.0,0.0
2019-08-12 00:00:00-04:00,5090.0,5130.0,5040.0,5050.0,1544270,0.0,0.0
2019-08-13 00:00:00-04:00,5030.0,5050.0,4980.0,4980.0,2208780,0.0,0.0
2019-08-14 00:00:00-04:00,5000.0,5090.0,5000.0,5000.0,1886220,0.0,0.0
2019-08-15 00:00:00-04:00,4950.0,4960.0,4900.0,4920.0,2308710,0.0,0.0
2019-08-16 00:00:00-04:00,4900.0,4940.0,4900.0,4900.0,1770550,0.0,0.0
2019-08-19 00:00:00-04:00,4910.0,4950.0,4700.0,4790.0,3570430,0.0,0.0
2019-08-20 00:00:00-04:00,4840.0,4880.0,4800.0,4880.0,1753180,0.0,0.0
2019-08-21 00:00:00-04:00,4890.0,4940.0,4870.0,4880.0,816140,0.0,0.0
2019-08-22 00:00:00-04:00,4870.0,4920.0,4870.0,4880.0,1166100,0.0,0.0
2019-08-23 00:00:00-04:00,4890.0,4900.0,4780.0,4900.0,2022390,0.0,0.0
2019-08-26 00:00:00-04:00,4850.0,4850.0,4780.0,4810.0,1428130,0.0,0.0
2019-08-27 00:00:00-04:00,4810.0,4860.0,4800.0,4810.0,1306470,0.0,0.0
2019-08-28 00:00:00-04:00,4800.0,4840.0,4800.0,4800.0,1085560,0.0,0.0
2019-08-29 00:00:00-04:00,4810.0,4850.0,4810.0,4820.0,1085840,0.0,0.0
2019-08-30 00:00:00-04:00,4820.0,4910.0,4820.0,4860.0,1344990,0.0,0.0
2019-09-03 00:00:00-04:00,4860.0,4860.0,4810.0,4810.0,1429900,0.0,0.0
2019-09-04 00:00:00-04:00,4810.0,4830.0,4790.0,4830.0,1401970,0.0,0.0
2019-09-05 00:00:00-04:00,4820.0,4850.0,4810.0,4810.0,921550,0.0,0.0
2019-09-06 00:00:00-04:00,4810.0,4850.0,4770.0,4770.0,1424380,0.0,0.0
2019-09-09 00:00:00-04:00,4780.0,4840.0,4780.0,4790.0,962570,0.0,0.0
2019-09-10 00:00:00-04:00,4800.0,4870.0,4770.0,4770.0,1702760,0.0,0.0
2019-09-11 00:00:00-04:00,4790.0,4850.0,4760.0,4760.0,760730,0.0,0.0
2019-09-12 00:00:00-04:00,4800.0,4800.0,4710.0,4790.0,1215650,0.0,0.0
2019-09-13 00:00:00-04:00,4780.0,4790.0,4700.0,4700.0,1124360,0.0,0.0
2019-09-16 00:00:00-04:00,4700.0,4700.0,4590.0,4600.0,2718170,0.0,0.0
2019-09-17 00:00:00-04:00,4600.0,4600.0,4490.0,4490.0,3488990,0.0,0.0
2019-09-18 00:00:00-04:00,4510.0,4600.0,4500.0,4540.0,1311400,0.0,0.0
2019-09-19 00:00:00-04:00,4550.0,4570.0,4500.0,4520.0,866410,0.0,0.0
2019-09-20 00:00:00-04:00,4530.0,4530.0,4460.0,4460.0,2007120,0.0,0.0
2019-09-23 00:00:00-04:00,4460.0,4530.0,4460.0,4470.0,884700,0.0,0.0
2019-09-24 00:00:00-04:00,4470.0,4690.0,4470.0,4560.0,2214960,0.0,0.0
2019-09-25 00:00:00-04:00,4580.0,4600.0,4500.0,4500.0,929130,0.0,0.0
2019-09-26 00:00:00-04:00,4540.0,4560.0,4480.0,4530.0,620620,0.0,0.0
2019-09-27 00:00:00-04:00,4500.0,4550.0,4500.0,4500.0,947320,0.0,0.0
2019-09-30 00:00:00-04:00,4510.0,4530.0,4480.0,4490.0,1436930,0.0,0.0
2019-10-01 00:00:00-04:00,4500.0,4550.0,4480.0,4550.0,1122170,0.0,0.0
2019-10-02 00:00:00-04:00,4610.0,4760.0,4610.0,4620.0,3437160,0.0,0.0
2019-10-03 00:00:00-04:00,4620.0,4700.0,4580.0,4640.0,1001850,0.0,0.0
2019-10-04 00:00:00-04:00,4640.0,4640.0,4550.0,4570.0,987530,0.0,0.0
2019-10-07 00:00:00-04:00,4520.0,4550.0,4490.0,4500.0,1123670,0.0,0.0
2019-10-08 00:00:00-04:00,4500.0,4510.0,4470.0,4480.0,1058920,0.0,0.0
2019-10-09 00:00:00-04:00,4480.0,4490.0,4450.0,4480.0,1289540,0.0,0.0
2019-10-10 00:00:00-04:00,4480.0,4490.0,4450.0,4460.0,1163330,0.0,0.0
2019-10-11 00:00:00-04:00,4480.0,4480.0,4450.0,4460.0,735080,0.0,0.0
2019-10-14 00:00:00-04:00,4460.0,4460.0,4390.0,4390.0,2791530,0.0,0.0
2019-10-15 00:00:00-04:00,4400.0,4430.0,4300.0,4300.0,2794610,0.0,0.0
2019-10-16 00:00:00-04:00,4300.0,4300.0,4160.0,4160.0,3376000,0.0,0.0
2019-10-17 00:00:00-04:00,4140.0,4350.0,4140.0,4290.0,1903080,0.0,0.0
2019-10-18 00:00:00-04:00,4290.0,4410.0,4290.0,4340.0,1698600,0.0,0.0
2019-10-21 00:00:00-04:00,4340.0,4340.0,4280.0,4280.0,948960,0.0,0.0
2019-10-22 00:00:00-04:00,4280.0,4540.0,4280.0,4460.0,2157920,0.0,0.0
2019-10-23 00:00:00-04:00,4500.0,4500.0,4370.0,4370.0,870290,0.0,0.0
2019-10-24 00:00:00-04:00,4440.0,4440.0,4380.0,4430.0,761670,0.0,0.0
2019-10-25 00:00:00-04:00,4430.0,4430.0,4360.0,4360.0,1348870,0.0,0.0
2019-10-28 00:00:00-04:00,4370.0,4430.0,4330.0,4360.0,1488230,0.0,0.0
2019-10-29 00:00:00-04:00,4340.0,4400.0,4290.0,4300.0,1909100,0.0,0.0
2019-10-30 00:00:00-04:00,4300.0,4320.0,4260.0,4290.0,1027710,0.0,0.0
2019-10-31 00:00:00-04:00,4280.0,4290.0,4220.0,4220.0,1241440,0.0,0.0
2019-11-01 00:00:00-04:00,4240.0,4280.0,4220.0,4230.0,885330,0.0,0.0
2019-11-04 00:00:00-05:00,4230.0,4330.0,4220.0,4290.0,1534530,0.0,0.0
2019-11-05 00:00:00-05:00,4300.0,4310.0,4240.0,4240.0,824790,0.0,0.0
2019-11-06 00:00:00-05:00,4100.0,4190.0,4100.0,4150.0,2995670,0.0,0.0
2019-11-07 00:00:00-05:00,4160.0,4210.0,4140.0,4150.0,1006440,0.0,0.0
2019-11-08 00:00:00-05:00,4150.0,4190.0,4130.0,4180.0,838670,0.0,0.0
2019-11-11 00:00:00-05:00,4180.0,4180.0,4140.0,4170.0,688690,0.0,0.0
2019-11-12 00:00:00-05:00,4150.0,4180.0,4140.0,4140.0,938610,0.0,0.0
2019-11-13 00:00:00-05:00,4140.0,4160.0,4050.0,4070.0,1621460,0.0,0.0
2019-11-14 00:00:00-05:00,4070.0,4100.0,4060.0,4080.0,1404790,0.0,0.0
2019-11-15 00:00:00-05:00,4100.0,4120.0,4010.0,4010.0,1492730,0.0,0.0
2019-11-18 00:00:00-05:00,4040.0,4050.0,3980.0,3980.0,1307420,0.0,0.0
2019-11-19 00:00:00-05:00,3990.0,4160.0,3990.0,4100.0,1905920,0.0,0.0
2019-11-20 00:00:00-05:00,4110.0,4120.0,4030.0,4050.0,808980,0.0,0.0
2019-11-21 00:00:00-05:00,4050.0,4050.0,4010.0,4050.0,538880,0.0,0.0
2019-11-22 00:00:00-05:00,4010.0,4040.0,3980.0,4000.0,1545340,0.0,0.0
2019-11-25 00:00:00-05:00,3990.0,4000.0,3900.0,3900.0,2051520,0.0,0.0
2019-11-26 00:00:00-05:00,3900.0,3990.0,3880.0,3910.0,821330,0.0,0.0
2019-11-27 00:00:00-05:00,3910.0,3960.0,3910.0,3960.0,520160,0.0,0.0
2019-11-29 00:00:00-05:00,3940.0,3970.0,3850.0,3850.0,1545010,0.0,0.0
2019-12-02 00:00:00-05:00,3890.0,3890.0,3620.0,3630.0,3852370,0.0,0.0
2019-12-06 00:00:00-05:00,3700.0,3750.0,3700.0,3720.0,720930,0.0,0.0
2019-12-09 00:00:00-05:00,3760.0,3910.0,3720.0,3860.0,1546460,0.0,0.0
2019-12-10 00:00:00-05:00,3860.0,3960.0,3860.0,3900.0,1573110,0.0,0.0
2019-12-11 00:00:00-05:00,3910.0,4040.0,3910.0,4040.0,2693690,0.0,0.0
2019-12-12 00:00:00-05:00,4060.0,4060.0,3950.0,3970.0,1065680,0.0,0.0
2019-12-13 00:00:00-05:00,3970.0,4040.0,3900.0,3950.0,1615880,0.0,0.0
2019-12-16 00:00:00-05:00,3990.0,4000.0,3880.0,3960.0,2119520,0.0,0.0
2019-12-17 00:00:00-05:00,3960.0,4100.0,3950.0,4030.0,2837480,0.0,0.0
2019-12-18 00:00:00-05:00,4080.0,4100.0,3990.0,4040.0,1106450,0.0,0.0
2019-12-19 00:00:00-05:00,3910.0,4020.0,3910.0,3950.0,649460,0.0,0.0
2019-12-20 00:00:00-05:00,3930.0,3970.0,3900.0,3960.0,1218120,0.0,0.0
2019-12-23 00:00:00-05:00,3960.0,4030.0,3930.0,4000.0,1684080,0.0,0.0
2019-12-24 00:00:00-05:00,4000.0,4010.0,3950.0,4010.0,1314270,0.0,0.0
2019-12-26 00:00:00-05:00,3950.0,4180.0,3950.0,4080.0,3835310,0.0,0.0
2019-12-27 00:00:00-05:00,4080.0,4170.0,4010.0,4050.0,1162190,0.0,0.0
2019-12-30 00:00:00-05:00,4080.0,4080.0,3980.0,4020.0,1301090,0.0,0.0
2019-12-31 00:00:00-05:00,4010.0,4010.0,3900.0,3980.0,1628300,0.0,0.0
2020-01-02 00:00:00-05:00,3960.0,4050.0,3960.0,4050.0,1101390,0.0,0.0
2020-01-03 00:00:00-05:00,4070.0,4190.0,4050.0,4150.0,3756690,0.0,0.0
2020-01-06 00:00:00-05:00,4150.0,4150.0,4030.0,4090.0,1454140,0.0,0.0
2020-01-07 00:00:00-05:00,4020.0,4110.0,4020.0,4110.0,1432510,0.0,0.0
2020-01-08 00:00:00-05:00,4060.0,4080.0,3910.0,3910.0,2566730,0.0,0.0
2020-01-09 00:00:00-05:00,3990.0,4100.0,3960.0,4100.0,1322450,0.0,0.0
2020-01-10 00:00:00-05:00,4100.0,4110.0,4030.0,4080.0,1009540,0.0,0.0
2020-01-13 00:00:00-05:00,4100.0,4100.0,3980.0,4000.0,1173520,0.0,0.0
2020-01-14 00:00:00-05:00,4010.0,4030.0,3930.0,3940.0,1222410,0.0,0.0
2020-01-15 00:00:00-05:00,3940.0,3990.0,3900.0,3900.0,1207280,0.0,0.0
2020-01-16 00:00:00-05:00,3930.0,3950.0,3780.0,3840.0,1950740,0.0,0.0
2020-01-17 00:00:00-05:00,3850.0,3910.0,3840.0,3880.0,852640,0.0,0.0
2020-01-21 00:00:00-05:00,3860.0,3990.0,3860.0,3920.0,800990,0.0,0.0
2020-01-22 00:00:00-05:00,4020.0,4020.0,3950.0,3980.0,1111180,0.0,0.0
2020-01-23 00:00:00-05:00,3980.0,3980.0,3980.0,3980.0,0,0.0,0.0
2020-01-24 00:00:00-05:00,3980.0,3980.0,3980.0,3980.0,0,0.0,0.0
2020-01-27 00:00:00-05:00,3980.0,3980.0,3980.0,3980.0,0,0.0,0.0
2020-01-28 00:00:00-05:00,3980.0,3980.0,3980.0,3980.0,0,0.0,0.0
2020-01-29 00:00:00-05:00,3980.0,3980.0,3980.0,3980.0,0,0.0,0.0
2020-01-30 00:00:00-05:00,3990.0,3990.0,3870.0,3900.0,2008040,0.0,0.0
2020-01-31 00:00:00-05:00,3860.0,3860.0,3640.0,3640.0,3002000,0.0,0.0
2020-02-03 00:00:00-05:00,3390.0,3560.0,3390.0,3390.0,4432890,0.0,0.0
2020-02-04 00:00:00-05:00,3400.0,3410.0,3200.0,3270.0,2530200,0.0,0.0
2020-02-05 00:00:00-05:00,3170.0,3400.0,3170.0,3300.0,1285410,0.0,0.0
2020-02-06 00:00:00-05:00,3300.0,3530.0,3300.0,3530.0,3102020,0.0,0.0
2020-02-07 00:00:00-05:00,3590.0,3650.0,3530.0,3550.0,1286950,0.0,0.0
2020-02-10 00:00:00-05:00,3500.0,3550.0,3430.0,3440.0,791000,0.0,0.0
2020-02-11 00:00:00-05:00,3430.0,3470.0,3430.0,3450.0,781430,0.0,0.0
2020-02-12 00:00:00-05:00,3500.0,3610.0,3460.0,3580.0,1518950,0.0,0.0
2020-02-13 00:00:00-05:00,3570.0,3580.0,3490.0,3500.0,1299930,0.0,0.0
2020-02-14 00:00:00-05:00,3500.0,3540.0,3470.0,3490.0,915700,0.0,0.0
2020-02-18 00:00:00-05:00,3490.0,3500.0,3470.0,3500.0,979480,0.0,0.0
2020-02-19 00:00:00-05:00,3500.0,3550.0,3500.0,3510.0,1022830,0.0,0.0
2020-02-20 00:00:00-05:00,3520.0,3550.0,3490.0,3490.0,1080760,0.0,0.0
2020-02-21 00:00:00-05:00,3490.0,3500.0,3420.0,3440.0,1359550,0.0,0.0
2020-02-24 00:00:00-05:00,3400.0,3400.0,3200.0,3200.0,4276830,0.0,0.0
2020-02-25 00:00:00-05:00,3150.0,3350.0,3120.0,3350.0,2673010,0.0,0.0
